State,County,Votes_Left,Votes_Right,Total_shootings,Normalized_Shootings_rate
Kansas,Elk County,1130,191,0,0.000
Kansas,Ellis County,9569,3633,2,0.014
Kansas,Ellsworth County,2106,646,0,0.000
Kansas,Finney County,7079,4155,1,0.008
Kansas,Ford County,5763,2926,0,0.000
Kansas,Franklin County,8326,3623,1,0.008
Kansas,Geary County,5193,3825,1,0.010
Kansas,Gove County,1256,163,0,0.000
Kansas,Graham County,1052,222,0,0.000
Kansas,Grant County,1910,497,0,0.000
Kansas,Gray County,1871,337,0,0.000
Kansas,Greeley County,537,76,0,0.000
Kansas,Greenwood County,2404,562,1,0.031
Kansas,Hamilton County,684,134,0,0.000
Kansas,Harper County,2128,453,0,0.000
Kansas,Harvey County,10015,6652,3,0.016
Kansas,Haskell County,1103,261,0,0.000
Kansas,Hodgeman County,866,151,0,0.000
Kansas,Jackson County,4435,1852,0,0.000
Kansas,Jefferson County,6167,3097,0,0.000
Kansas,Jewell County,1369,211,0,0.000
Kansas,Johnson County,151280,177925,8,0.002
Kansas,Kearny County,1134,255,0,0.000
Kansas,Kingman County,3098,742,0,0.000
Kansas,Kiowa County,957,153,0,0.000
Kansas,Labette County,5639,2607,1,0.011
Kansas,Lane County,757,114,0,0.000
Kansas,Leavenworth County,21378,13753,2,0.005
Kansas,Lincoln County,1273,266,0,0.000
Kansas,Linn County,3940,863,0,0.000
Kansas,Logan County,1231,185,0,0.000
Kansas,Lyon County,7381,5878,0,0.000
Kansas,McPherson County,9562,3977,3,0.020
Kansas,Marion County,4377,1463,1,0.016
Kansas,Marshall County,3662,1239,0,0.000
Kansas,Meade County,1508,261,0,0.000
Kansas,Miami County,12116,5133,0,0.000
Kansas,Mitchell County,2454,547,0,0.000
Kansas,Montgomery County,9768,3147,2,0.014
Kansas,Morris County,2085,721,0,0.000
Kansas,Morton County,1004,147,0,0.000
Kansas,Nemaha County,4612,920,0,0.000
Kansas,Neosho County,4795,1727,0,0.000
Kansas,Ness County,1315,147,0,0.000
Kansas,Norton County,1975,360,0,0.000
Kansas,Osage County,5589,2091,1,0.012
Kansas,Osborne County,1590,275,0,0.000
Kansas,Ottawa County,2581,504,0,0.000
Kansas,Pawnee County,2028,635,0,0.000
Kansas,Phillips County,2855,373,0,0.000
Kansas,Pottawatomie County,9247,3257,1,0.007
Kansas,Pratt County,3087,924,0,0.000
Kansas,Rawlins County,1253,214,0,0.000
Kansas,Reno County,17892,8563,2,0.007
Kansas,Republic County,2172,420,0,0.000
Kansas,Rice County,3187,953,0,0.000
Kansas,Riley County,11174,11940,1,0.004
Kansas,Rooks County,2294,332,0,0.000
Kansas,Rush County,1425,291,0,0.000
Kansas,Russell County,2765,591,0,0.000
Kansas,Saline County,15313,8022,3,0.012
Kansas,Scott County,1991,290,0,0.000
Kansas,Sedgwick County,117653,90820,18,0.008
Kansas,Seward County,3285,1736,0,0.000
Kansas,Shawnee County,39890,42032,8,0.009
Kansas,Sheridan County,1237,144,0,0.000
Kansas,Sherman County,2220,385,0,0.000
Kansas,Smith County,1734,328,0,0.000
Kansas,Stafford County,1631,355,0,0.000
Kansas,Stanton County,607,147,0,0.000
Kansas,Stevens County,1731,233,0,0.000
Kansas,Sumner County,7998,2551,0,0.000
Kansas,Thomas County,4686,642,1,0.017
Kansas,Trego County,1341,238,0,0.000
Kansas,Wabaunsee County,2813,956,0,0.000
Kansas,Wallace County,762,44,0,0.000
Kansas,Washington County,2332,467,0,0.000
Kansas,Wichita County,803,147,0,0.000
Kansas,Wilson County,3111,711,0,0.000
Kansas,Woodson County,1189,283,0,0.000
Kansas,Wyandotte County,18512,35566,10,0.017
Kentucky,Adair County,7275,1391,0,0.000
Kentucky,Allen County,12706,3031,0,0.000
Kentucky,Anderson County,9651,3339,1,0.007
Kentucky,Ballard County,3356,825,0,0.000
Kentucky,Barren County,14646,5115,1,0.005
Kentucky,Bath County,3986,1573,2,0.033
Kentucky,Bell County,8140,1789,2,0.018
Kentucky,Boone County,44811,20897,2,0.003
Kentucky,Bourbon County,6190,3296,1,0.010
Kentucky,Boyd County,14295,7083,0,0.000
Kentucky,Boyle County,8872,5298,0,0.000
Kentucky,Bracken County,3397,799,0,0.000
Kentucky,Breathitt County,4265,1301,0,0.000
Kentucky,Breckinridge County,7699,2350,0,0.000
Kentucky,Bullitt County,30338,10126,1,0.002
Kentucky,Butler County,4960,1078,1,0.015
Kentucky,Caldwell County,4905,1432,1,0.014
Kentucky,Calloway County,11351,5794,1,0.005
Kentucky,Campbell County,28482,19373,0,0.000
Kentucky,Carlisle County,2159,463,0,0.000
Kentucky,Carroll County,2954,1116,0,0.000
Kentucky,Carter County,8775,2642,2,0.016
Kentucky,Casey County,6186,960,0,0.000
Kentucky,Christian County,15080,8296,1,0.004
Kentucky,Clark County,17595,8665,0,0.000
Kentucky,Clay County,6003,430,0,0.000
Kentucky,Clinton County,4280,603,0,0.000
Kentucky,Crittenden County,3451,731,0,0.000
Kentucky,Cumberland County,2769,508,3,0.083
Kentucky,Daviess County,31023,17283,1,0.002
Kentucky,Edmonson County,4828,1227,0,0.000
Kentucky,Elliott County,2246,712,0,0.000
Kentucky,Estill County,5100,1355,0,0.000
Kentucky,Fayette County,58845,90566,1,0.001
Kentucky,Fleming County,5534,1474,1,0.013
Kentucky,Floyd County,12211,3855,0,0.000
Kentucky,Franklin County,12900,12650,0,0.000
Kentucky,Fulton County,1605,791,1,0.038
Kentucky,Gallatin County,2955,822,1,0.024
Kentucky,Garrard County,6754,1830,1,0.011
Kentucky,Grant County,8725,2205,1,0.008
Kentucky,Graves County,13206,3559,0,0.000
Kentucky,Grayson County,9453,2400,2,0.015
Kentucky,Green County,4838,920,0,0.000
Kentucky,Greenup County,13064,4873,2,0.010
Kentucky,Hancock County,3145,1351,1,0.020
Kentucky,Hardin County,29832,18101,3,0.006
Kentucky,Harlan County,9367,1494,2,0.017
Kentucky,Harrison County,6334,2400,0,0.000
Kentucky,Hart County,6345,1908,0,0.000
Kentucky,Henderson County,12730,7639,0,0.000
Kentucky,Henry County,5843,2142,0,0.000
Kentucky,Hickman County,1714,458,0,0.000
Kentucky,Hopkins County,15757,5439,2,0.009
Kentucky,Jackson County,5450,605,1,0.015
Kentucky,Jefferson County,150619,228288,31,0.007
Kentucky,Jessamine County,17096,8567,2,0.007
Kentucky,Johnson County,8446,1607,3,0.027
Kentucky,Kenton County,48123,32265,3,0.003
Kentucky,Knott County,4779,1412,3,0.044
Kentucky,Knox County,11010,2111,6,0.042
Kentucky,Larue County,5685,1504,1,0.013
Kentucky,Laurel County,23234,4474,3,0.010
Kentucky,Lawrence County,5633,1238,1,0.013
Kentucky,Lee County,2159,459,0,0.000
Kentucky,Leslie County,4318,446,0,0.000
Kentucky,Letcher County,7226,1799,0,0.000
Kentucky,Lewis County,4986,823,0,0.000
Kentucky,Lincoln County,8489,2254,0,0.000
Kentucky,Livingston County,4010,939,0,0.000
Kentucky,Logan County,9067,3094,1,0.007
Kentucky,Lyon County,3100,1092,1,0.022
Kentucky,McCracken County,21820,11190,2,0.006
Kentucky,McCreary County,5664,725,0,0.000
Kentucky,McLean County,3633,1074,0,0.000
Kentucky,Madison County,27353,15580,3,0.006
Kentucky,Magoffin County,4174,1213,1,0.017
Kentucky,Marion County,6113,2722,0,0.000
Kentucky,Marshall County,13297,4071,0,0.000
Kentucky,Martin County,3496,403,0,0.000
Kentucky,Mason County,8908,3317,0,0.000
Kentucky,Meade County,10184,3632,0,0.000
Kentucky,Menifee County,2311,750,0,0.000
Kentucky,Mercer County,8506,3033,0,0.000
Kentucky,Metcalfe County,3957,973,1,0.018
Kentucky,Monroe County,4628,657,0,0.000
Kentucky,Montgomery County,8993,3630,0,0.000
Kentucky,Morgan County,4297,1172,0,0.000
Kentucky,Muhlenberg County,10496,3544,1,0.006
Kentucky,Nelson County,15703,7188,1,0.004
Kentucky,Nicholas County,2407,954,0,0.000
Kentucky,Ohio County,8582,2404,0,0.000
Kentucky,Oldham County,22651,14504,2,0.005
Kentucky,Owen County,4292,1098,0,0.000
Kentucky,Owsley County,1670,216,1,0.048
Kentucky,Pendleton County,5515,1322,0,0.000
Kentucky,Perry County,8118,2350,5,0.043
Kentucky,Pike County,20279,4862,2,0.007
Kentucky,Powell County,3966,1281,1,0.017
Kentucky,Pulaski County,25441,5664,0,0.000
Kentucky,Robertson County,884,253,0,0.000
Kentucky,Rockcastle County,6577,1134,1,0.012
Kentucky,Rowan County,5994,3880,1,0.009
Kentucky,Russell County,7506,1329,0,0.000
Kentucky,Scott County,17764,10564,4,0.013
Kentucky,Shelby County,15054,8076,4,0.016
Kentucky,Simpson County,5888,2681,1,0.011
Kentucky,Spencer County,8737,2530,0,0.000
Kentucky,Taylor County,9376,2961,1,0.007
Kentucky,Todd County,4060,1202,1,0.017
Kentucky,Trigg County,5487,1791,1,0.012
Kentucky,Trimble County,3227,1012,0,0.000
Kentucky,Union County,4965,1529,0,0.000
Kentucky,Warren County,31790,22477,2,0.003
Kentucky,Washington County,4482,1644,0,0.000
Kentucky,Wayne County,7430,1700,1,0.010
Kentucky,Webster County,4506,1412,0,0.000
Kentucky,Whitley County,12567,2552,1,0.006
Kentucky,Wolfe County,2097,837,1,0.031
Kentucky,Woodford County,8362,6530,1,0.006
Louisiana,Acadia Parish,22596,5443,0,0.000
Louisiana,Allen Parish,7574,2108,0,0.000
Louisiana,Ascension Parish,40682,20397,0,0.000
Louisiana,Assumption Parish,7271,3833,0,0.000
Louisiana,Avoyelles Parish,12028,4979,0,0.000
Louisiana,Beauregard Parish,13575,2542,0,0.000
Louisiana,Bienville Parish,3891,3066,0,0.000
Louisiana,Bossier Parish,38065,15658,0,0.000
Louisiana,Caddo Parish,47927,54993,1,0.001
Louisiana,Calcasieu Parish,55062,25982,0,0.000
Louisiana,Caldwell Parish,3976,745,0,0.000
Louisiana,Cameron Parish,3670,324,0,0.000
Louisiana,Catahoula Parish,3541,1269,0,0.000
Louisiana,Claiborne Parish,3770,2731,0,0.000
Louisiana,Concordia Parish,5550,3177,0,0.000
Louisiana,De Soto Parish,9111,5446,0,0.000
Louisiana,East Baton Rouge Parish,88396,115533,1,0.000
Louisiana,East Carroll Parish,1080,1900,0,0.000
Louisiana,East Feliciana Parish,6064,4280,0,0.000
Louisiana,Evangeline Parish,11053,4158,0,0.000
Louisiana,Franklin Parish,6970,2658,0,0.000
Louisiana,Grant Parish,8117,1157,0,0.000
Louisiana,Iberia Parish,21250,11027,0,0.000
Louisiana,Iberville Parish,7893,8514,0,0.000
Louisiana,Jackson Parish,5394,2143,0,0.000
Louisiana,Jefferson Parish,105890,84438,0,0.000
Louisiana,Jefferson Davis Parish,11423,3208,0,0.000
Louisiana,Lafayette Parish,72518,39685,0,0.000
Louisiana,Lafourche Parish,36020,8668,0,0.000
Louisiana,LaSalle Parish,6348,574,0,0.000
Louisiana,Lincoln Parish,11311,7559,0,0.000
Louisiana,Livingston Parish,54870,9249,0,0.000
Louisiana,Madison Parish,1930,2654,0,0.000
Louisiana,Morehouse Parish,6510,4946,0,0.000
Louisiana,Natchitoches Parish,9358,6896,0,0.000
Louisiana,Orleans Parish,26645,147729,0,0.000
Louisiana,Ouachita Parish,42245,25905,0,0.000
Louisiana,Plaquemines Parish,7411,3413,0,0.000
Louisiana,Pointe Coupee Parish,7503,4683,0,0.000
Louisiana,Rapides Parish,38346,19472,0,0.000
Louisiana,Red River Parish,2413,1644,0,0.000
Louisiana,Richland Parish,6607,3225,0,0.000
Louisiana,Sabine Parish,8776,1731,0,0.000
Louisiana,St. Bernard Parish,11178,6151,0,0.000
Louisiana,St. Charles Parish,18233,9800,0,0.000
Louisiana,St. Helena Parish,2714,3346,0,0.000
Louisiana,St. James Parish,5954,6509,0,0.000
Louisiana,St. John the Baptist Parish,7538,13581,0,0.000
Louisiana,St. Landry Parish,23167,17371,0,0.000
Louisiana,St. Martin Parish,18203,8439,0,0.000
Louisiana,St. Mary Parish,14810,8054,0,0.000
Louisiana,St. Tammany Parish,99665,37744,0,0.000
Louisiana,Tangipahoa Parish,37799,18883,0,0.000
Louisiana,Tensas Parish,1195,1326,0,0.000
Louisiana,Terrebonne Parish,34339,11198,0,0.000
Louisiana,Union Parish,8406,2654,0,0.000
Louisiana,Vermilion Parish,21930,5009,0,0.000
Louisiana,Vernon Parish,14104,2897,0,0.000
Louisiana,Washington Parish,13307,5970,0,0.000
Louisiana,Webster Parish,11829,6172,0,0.000
Louisiana,West Baton Rouge Parish,7684,6200,1,0.007
Louisiana,West Carroll Parish,4317,710,0,0.000
Louisiana,West Feliciana Parish,3863,2298,0,0.000
Louisiana,Winn Parish,4617,1543,0,0.000
Maine,Aroostook Cty Townships,1141,1069,0,0.000
Maine,Franklin Cty Townships,0,0,0,0.000
Maine,Hancock Cty Townships,0,0,0,0.000
Maine,Oxford Cty Townships,0,0,0,0.000
Maine,Penobscot Cty Townships,0,0,0,0.000
Maine,Piscataquis Cty Townshps,61,26,0,0.000
Maine,Somerset Cty Townships,0,0,0,0.000
Maine,Washington Cty Townships,0,0,0,0.000
Maine,Indian Township Vtng Dst,0,0,0,0.000
Maine,Oxbow Plt.,0,0,0,0.000
Maine,Pleasant Point Votng Dst,0,0,0,0.000
Maine,Auburn,5426,6471,0,0.000
Maine,Durham,1333,1361,0,0.000
Maine,Greene,1663,914,0,0.000
Maine,Leeds,818,505,0,0.000
Maine,Lewiston,7206,9578,0,0.000
Maine,Lisbon,2853,2190,0,0.000
Maine,Livermore,783,573,0,0.000
Maine,Livermore Falls,809,540,0,0.000
Maine,Mechanic Falls,989,650,0,0.000
Maine,Minot,1040,676,0,0.000
Maine,Poland,1906,1513,0,0.000
Maine,Sabattus,1765,1034,0,0.000
Maine,Turner,2052,1288,0,0.000
Maine,Wales,616,275,0,0.000
Maine,Allagash,95,74,0,0.000
Maine,Amity,0,0,0,0.000
Maine,Ashland,0,0,0,0.000
Maine,Blaine,0,0,0,0.000
Maine,Bridgewater,214,82,0,0.000
Maine,Caribou,2262,1702,0,0.000
Maine,Cary Plt.,0,0,0,0.000
Maine,Castle Hill,130,97,0,0.000
Maine,Caswell,0,0,0,0.000
Maine,Chapman,177,97,0,0.000
Maine,Crystal,120,39,0,0.000
Maine,Cyr Plt.,0,0,0,0.000
Maine,Dyer Brook,106,40,0,0.000
Maine,Eagle Lake,256,197,0,0.000
Maine,Easton,467,241,0,0.000
Maine,Fort Fairfield,985,674,0,0.000
Maine,Fort Kent,1141,1069,0,0.000
Maine,Frenchville,361,235,0,0.000
Maine,Garfield Plt.,0,0,0,0.000
Maine,Glenwood Plt.,0,0,0,0.000
Maine,Grand Isle,119,107,0,0.000
Maine,Hamlin,0,0,0,0.000
Maine,Hammond,0,0,0,0.000
Maine,Haynesville,0,0,0,0.000
Maine,Hersey,33,8,0,0.000
Maine,Hodgdon,613,113,0,0.000
Maine,Houlton,1639,1046,0,0.000
Maine,Island Falls,306,132,0,0.000
Maine,Limestone,0,0,0,0.000
Maine,Linneus,411,93,0,0.000
Maine,Littleton,381,141,0,0.000
Maine,Ludlow,0,0,0,0.000
Maine,Macwahoc Plt.,30,12,0,0.000
Maine,Madawaska,940,1143,0,0.000
Maine,Mapleton,726,406,0,0.000
Maine,Mars Hill,511,222,0,0.000
Maine,Masardis,0,0,0,0.000
Maine,Merrill,91,43,0,0.000
Maine,Monticello,335,96,0,0.000
Maine,Moro Plt.,0,0,0,0.000
Maine,Nashville Plt.,16,7,0,0.000
Maine,New Canada,93,61,0,0.000
Maine,New Limerick,253,115,0,0.000
Maine,New Sweden,178,137,0,0.000
Maine,Oakfield,0,0,0,0.000
Maine,Orient,0,0,0,0.000
Maine,Penobscot Nation Vot Dst,0,0,0,0.000
Maine,Perham,0,0,0,0.000
Maine,Portage Lake,160,99,0,0.000
Maine,Presque Isle,2266,1849,0,0.000
Maine,Reed Plt.,0,0,0,0.000
Maine,Saint Agatha,334,292,0,0.000
Maine,St. Francis,0,0,0,0.000
Maine,St. John Plt.,104,63,0,0.000
Maine,Sherman,497,157,0,0.000
Maine,Smyrna,111,46,0,0.000
Maine,Stockholm,86,70,0,0.000
Maine,Van Buren,0,0,0,0.000
Maine,Wade,79,53,0,0.000
Maine,Wallagrass,134,153,0,0.000
Maine,Washburn,518,278,0,0.000
Maine,Westfield,174,92,0,0.000
Maine,Westmanland,0,0,0,0.000
Maine,Weston,125,55,0,0.000
Maine,Winterville Plt.,72,49,0,0.000
Maine,Woodland,409,239,0,0.000
Maine,Baldwin,623,350,0,0.000
Maine,Bridgton,1528,1656,0,0.000
Maine,Brunswick,3729,9708,0,0.000
Maine,Cape Elizabeth,1462,5349,0,0.000
Maine,Casco,1184,1036,0,0.000
Maine,Chebeague Island,0,0,0,0.000
Maine,Cumberland,1800,4074,4,0.062
Maine,Falmouth,2672,6147,0,0.000
Maine,Freeport,1675,4327,0,0.000
Maine,Frye Island,19,38,0,0.000
Maine,Gorham,4275,6460,0,0.000
Maine,Gray,2557,2653,0,0.000
Maine,Harpswell,1423,2379,0,0.000
Maine,Harrison,795,741,0,0.000
Maine,Long Island,53,133,0,0.000
Maine,Naples,1389,1039,0,0.000
Maine,New Gloucester,1757,1720,0,0.000
Maine,North Yarmouth,1018,1862,0,0.000
Maine,Portland,6483,33784,0,0.000
Maine,Pownal,489,685,0,0.000
Maine,Raymond,1472,1589,0,0.000
Maine,Scarborough,5217,9487,0,0.000
Maine,Sebago,719,529,0,0.000
Maine,South Portland,3781,12075,0,0.000
Maine,Standish,3076,2818,0,0.000
Maine,Westbrook,3579,7359,0,0.000
Maine,Windham,5276,5780,0,0.000
Maine,Yarmouth,1439,4785,0,0.000
Maine,Avon,0,0,0,0.000
Maine,Carrabassett Valley,164,348,0,0.000
Maine,Carthage,0,0,0,0.000
Maine,Chesterville,0,0,0,0.000
Maine,Coplin Plt.,0,0,0,0.000
Maine,Dallas Plt.,0,0,0,0.000
Maine,Eustis,253,173,0,0.000
Maine,Farmington,1541,2225,0,0.000
Maine,Industry,0,0,0,0.000
Maine,Jay,1375,1220,0,0.000
Maine,Kingfield,444,407,0,0.000
Maine,New Sharon,528,391,0,0.000
Maine,New Vineyard,293,154,0,0.000
Maine,Phillips,0,0,0,0.000
Maine,Rangeley,449,294,0,0.000
Maine,Rangeley Plt.,86,57,0,0.000
Maine,Sandy River Plt.,0,0,0,0.000
Maine,Strong,526,266,0,0.000
Maine,Temple,0,0,0,0.000
Maine,Weld,144,149,0,0.000
Maine,Wilton,1113,973,0,0.000
Maine,Amherst,0,0,0,0.000
Maine,Aurora,0,0,0,0.000
Maine,Bar Harbor,804,2678,0,0.000
Maine,Blue Hill,624,1310,0,0.000
Maine,Brooklin,189,426,0,0.000
Maine,Brooksville,219,450,0,0.000
Maine,Bucksport,1481,1278,0,0.000
Maine,Castine,136,346,0,0.000
Maine,Cranberry Isles,36,95,0,0.000
Maine,Dedham,582,545,0,0.000
Maine,Deer Isle,496,806,0,0.000
Maine,Eastbrook,0,0,0,0.000
Maine,Ellsworth,2356,2273,0,0.000
Maine,Franklin,459,381,0,0.000
Maine,Frenchboro,19,12,0,0.000
Maine,Gouldsboro,612,477,0,0.000
Maine,Great Pond,25,18,0,0.000
Maine,Hancock,778,659,0,0.000
Maine,Lamoine,576,616,0,0.000
Maine,Mariaville,0,0,0,0.000
Maine,Mount Desert,381,1066,0,0.000
Maine,Orland,693,691,0,0.000
Maine,Osborn,0,0,0,0.000
Maine,Otis,323,153,0,0.000
Maine,Penobscot,306,512,9,1.000
Maine,Sedgwick,321,511,0,0.000
Maine,Sorrento,0,0,0,0.000
Maine,Southwest Harbor,381,728,0,0.000
Maine,Stonington,220,409,0,0.000
Maine,Sullivan,0,0,0,0.000
Maine,Surry,464,596,0,0.000
Maine,Swan's Island,129,132,0,0.000
Maine,Tremont,422,590,0,0.000
Maine,Trenton,451,509,0,0.000
Maine,Verona,0,0,0,0.000
Maine,Waltham,0,0,0,0.000
Maine,Winter Harbor,179,145,0,0.000
Maine,Albion,801,385,0,0.000
Maine,Augusta,4155,5248,0,0.000
Maine,Belgrade,1166,993,0,0.000
Maine,Benton,984,607,0,0.000
Maine,Chelsea,917,605,0,0.000
Maine,China,1395,1107,0,0.000
Maine,Clinton,1096,641,0,0.000
Maine,Farmingdale,768,903,0,0.000
Maine,Fayette,421,388,0,0.000
Maine,Gardiner,1471,1694,0,0.000
Maine,Hallowell,445,1277,0,0.000
Maine,Litchfield,1260,850,0,0.000
Maine,Manchester,810,832,0,0.000
Maine,Monmouth,1397,1079,0,0.000
Maine,Mount Vernon,0,0,0,0.000
Maine,Oakland,1853,1681,0,0.000
Maine,Pittston,1034,691,0,0.000
Maine,Randolph,533,467,0,0.000
Maine,Readfield,818,943,0,0.000
Maine,Rome,0,0,0,0.000
Maine,Sidney,1688,1184,0,0.000
Maine,Unity,455,444,0,0.000
Maine,Vassalboro,1394,1075,0,0.000
Maine,Vienna,0,0,0,0.000
Maine,Waterville,2619,4991,0,0.000
Maine,Wayne,343,506,0,0.000
Maine,West Gardiner,1317,1000,0,0.000
Maine,Windsor,899,477,0,0.000
Maine,Winslow,2360,2184,0,0.000
Maine,Winthrop,1649,1963,0,0.000
Maine,Appleton,407,478,0,0.000
Maine,Camden,832,2931,0,0.000
Maine,Cushing,520,424,0,0.000
Maine,Friendship,477,309,0,0.000
Maine,Hope,443,653,0,0.000
Maine,Isle Au Haut,0,0,0,0.000
Maine,Matinicus Isle Plt.,0,0,0,0.000
Maine,North Haven,0,0,0,0.000
Maine,Owl's Head,454,584,0,0.000
Maine,Rockland,1363,2493,0,0.000
Maine,Rockport,776,1694,0,0.000
Maine,St. George,660,1108,0,0.000
Maine,South Thomaston,403,574,0,0.000
Maine,Thomaston,664,960,0,0.000
Maine,Union,786,726,0,0.000
Maine,Vinalhaven,287,531,0,0.000
Maine,Warren,1258,918,0,0.000
Maine,Washington,540,415,1,0.095
Maine,Alna,174,320,0,0.000
Maine,Boothbay,922,1229,0,0.000
Maine,Boothbay Harbor,545,814,0,0.000
Maine,Bremen,0,0,0,0.000
Maine,Bristol,808,1275,0,0.000
Maine,Damariscotta,463,980,0,0.000
Maine,Dresden,580,542,0,0.000
Maine,Edgecomb,0,0,0,0.000
Maine,Jefferson,951,679,0,0.000
Maine,Monhegan Plt.,7,51,0,0.000
Maine,Newcastle,403,923,0,0.000
Maine,Nobleboro,559,729,0,0.000
Maine,Somerville,0,0,0,0.000
Maine,South Bristol,261,429,0,0.000
Maine,Southport,173,306,0,0.000
Maine,Waldoboro,1568,1294,0,0.000
Maine,Westport,231,303,0,0.000
Maine,Whitefield,753,688,0,0.000
Maine,Wiscasset,1112,1114,0,0.000
Maine,Andover,293,223,0,0.000
Maine,Bethel,749,1006,0,0.000
Maine,Brownfield,463,464,0,0.000
Maine,Buckfield,636,436,0,0.000
Maine,Byron,0,0,0,0.000
Maine,Canton,374,154,0,0.000
Maine,Denmark,392,404,0,0.000
Maine,Dixfield,803,460,0,0.000
Maine,Fryeburg,813,1060,0,0.000
Maine,Gilead,0,0,0,0.000
Maine,Greenwood,242,278,0,0.000
Maine,Hanover,92,101,0,0.000
Maine,Hartford,428,278,0,0.000
Maine,Hebron,427,323,0,0.000
Maine,Hiram,528,373,0,0.000
Maine,Lincoln Plt.,0,0,0,0.000
Maine,Lovell,353,399,0,0.000
Maine,Magalloway Plt.,0,0,0,0.000
Maine,Mexico,676,556,0,0.000
Maine,Newry,119,163,0,0.000
Maine,Norway,1363,1400,0,0.000
Maine,Otisfield,605,535,0,0.000
Maine,Oxford,1456,807,2,0.080
Maine,Paris,1494,1280,0,0.000
Maine,Peru,561,322,0,0.000
Maine,Porter,521,328,0,0.000
Maine,Roxbury,0,0,0,0.000
Maine,Rumford,1502,1275,0,0.000
Maine,Stoneham,0,0,0,0.000
Maine,Stow,0,0,0,0.000
Maine,Sumner,324,206,0,0.000
Maine,Sweden,0,0,0,0.000
Maine,Upton,0,0,0,0.000
Maine,Waterford,557,452,0,0.000
Maine,West Paris,552,372,0,0.000
Maine,Woodstock,534,368,0,0.000
Maine,Alton,0,0,0,0.000
Maine,Bangor,5498,8575,0,0.000
Maine,Bradford,0,0,0,0.000
Maine,Bradley,485,378,0,0.000
Maine,Brewer,2568,2533,0,0.000
Maine,Burlington,145,56,0,0.000
Maine,Carmel,1183,560,0,0.000
Maine,Carroll Plt.,73,17,0,0.000
Maine,Charleston,580,164,0,0.000
Maine,Chester,0,0,0,0.000
Maine,Clifton,324,187,0,0.000
Maine,Corinna,847,363,0,0.000
