State,County,Votes_Left,Votes_Right
Texas,Angelina County,25070,9136
Texas,Aransas County,9210,2896
Texas,Archer County,4300,446
Texas,Armstrong County,1035,75
Texas,Atascosa County,12020,5865
Texas,Austin County,11282,2931
Texas,Bailey County,1430,407
Texas,Bandera County,10050,2503
Texas,Bastrop County,20486,15452
Texas,Baylor County,1478,179
Texas,Bee County,5999,3280
Texas,Bell County,67113,56032
Texas,Bexar County,303871,440823
Texas,Blanco County,5429,1905
Texas,Borden County,395,16
Texas,Bosque County,7446,1552
Texas,Bowie County,27053,10692
Texas,Brazoria County,89939,61780
Texas,Brazos County,47456,35242
Texas,Brewster County,2451,2251
Texas,Briscoe County,639,77
Texas,Brooks County,998,1470
Texas,Brown County,13681,2103
Texas,Burleson County,6740,1786
Texas,Burnet County,18721,5615
Texas,Caldwell County,7975,6536
Texas,Calhoun County,5640,2146
Texas,Callahan County,6006,734
Texas,Cameron County,48834,63732
Texas,Camp County,3626,1392
Texas,Carson County,2747,289
Texas,Cass County,10979,2777
Texas,Castro County,1601,466
Texas,Chambers County,17343,3997
Texas,Cherokee County,15065,4196
Texas,Childress County,1928,305
Texas,Clay County,5064,614
Texas,Cochran County,806,176
Texas,Coke County,1565,215
Texas,Coleman County,3640,451
Texas,Collin County,250194,227868
Texas,Collingsworth County,1048,155
Texas,Colorado County,7440,2403
Texas,Comal County,62260,24369
Texas,Comanche County,5177,852
Texas,Concho County,1058,197
Texas,Cooke County,15579,3205
Texas,Coryell County,15397,7542
Texas,Cottle County,543,113
Texas,Crane County,1247,241
Texas,Crockett County,1219,344
Texas,Crosby County,1396,527
Texas,Culberson County,415,438
Texas,Dallam County,1386,196
Texas,Dallas County,306572,597407
Texas,Dawson County,2951,808
Texas,Deaf Smith County,3293,1263
Texas,Delta County,2157,403
Texas,Denton County,221829,188023
Texas,DeWitt County,6567,1494
Texas,Dickens County,850,130
Texas,Dimmit County,1384,2264
Texas,Donley County,1438,198
Texas,Duval County,2442,2573
Texas,Eastland County,7216,982
Texas,Ector County,32586,11310
Texas,Edwards County,893,166
Texas,Ellis County,56651,27513
Texas,El Paso County,81235,168801
Texas,Erath County,13669,2914
Texas,Falls County,4177,1899
Texas,Fannin County,12150,2638
Texas,Fayette County,10163,2650
Texas,Fisher County,1448,352
Texas,Floyd County,1581,437
Texas,Foard County,445,99
Texas,Fort Bend County,157595,195191
Texas,Franklin County,4153,803
Texas,Freestone County,6966,1629
Texas,Frio County,2812,2421
Texas,Gaines County,5323,572
Texas,Galveston County,93306,58247
Texas,Garza County,1411,231
Texas,Gillespie County,12495,3163
Texas,Glasscock County,611,39
Texas,Goliad County,3081,872
Texas,Gonzales County,5568,1894
Texas,Gray County,6812,820
Texas,Grayson County,43776,14223
Texas,Gregg County,32352,14657
Texas,Grimes County,9419,2831
Texas,Guadalupe County,47423,28706
Texas,Hale County,7162,2271
Texas,Hall County,992,167
Texas,Hamilton County,3613,641
Texas,Hansford County,1848,166
Texas,Hardeman County,1330,241
Texas,Hardin County,23806,3449
Texas,Harris County,699822,911974
Texas,Harrison County,21318,7812
Texas,Hartley County,1866,195
Texas,Haskell County,1837,353
Texas,Hays County,47427,59213
Texas,Hemphill County,1486,206
Texas,Henderson County,28816,7048
Texas,Hidalgo County,89991,127507
Texas,Hill County,11869,2829
Texas,Hockley County,6534,1481
Texas,Hood County,26487,5641
Texas,Hopkins County,12713,3043
Texas,Houston County,7050,2312
Texas,Howard County,7899,2017
Texas,Hudspeth County,771,371
Texas,Hunt County,29135,8879
Texas,Hutchinson County,7659,957
Texas,Irion County,759,120
Texas,Jack County,3415,331
Texas,Jackson County,5116,1018
Texas,Jasper County,12453,2906
Texas,Jeff Davis County,783,501
Texas,Jefferson County,47535,46022
Texas,Jim Hogg County,831,1197
Texas,Jim Wells County,7389,6025
Texas,Johnson County,54523,16418
Texas,Jones County,5621,989
Texas,Karnes County,3959,1220
Texas,Kaufman County,37474,18290
Texas,Kendall County,20064,6008
Texas,Kenedy County,127,65
Texas,Kent County,411,47
Texas,Kerr County,20858,6510
Texas,Kimble County,1987,284
Texas,King County,151,8
Texas,Kinney County,1144,446
Texas,Kleberg County,5557,5359
Texas,Knox County,1180,265
Texas,Lamar County,16698,4420
Texas,Lamb County,3513,835
Texas,Lampasas County,8070,2134
Texas,La Salle County,1335,1052
Texas,Lavaca County,8802,1333
Texas,Lee County,6248,1745
Texas,Leon County,7522,1072
Texas,Liberty County,23288,5779
Texas,Limestone County,6786,2213
Texas,Lipscomb County,1203,131
Texas,Live Oak County,4198,819
Texas,Llano County,9996,3167
Texas,Loving County,60,4
Texas,Lubbock County,78560,39757
Texas,Lynn County,1853,428
Texas,McCulloch County,2898,490
Texas,McLennan County,59432,36550
Texas,McMullen County,460,53
Texas,Madison County,4165,1084
Texas,Marion County,3459,1331
Texas,Martin County,1857,288
Texas,Mason County,2108,566
Texas,Matagorda County,9836,3726
Texas,Maverick County,6881,8324
Texas,Medina County,15599,6731
Texas,Menard County,819,196
Texas,Midland County,45463,12258
Texas,Milam County,7950,2475
Texas,Mills County,2214,271
Texas,Mitchell County,2169,397
Texas,Montague County,8613,1097
Texas,Montgomery County,193224,74255
Texas,Moore County,4356,1059
Texas,Morris County,3841,1664
Texas,Motley County,604,46
Texas,Nacogdoches County,17359,8989
Texas,Navarro County,13787,5097
Texas,Newton County,4882,1175
Texas,Nolan County,4127,1161
Texas,Nueces County,64467,60749
Texas,Ochiltree County,2811,302
Texas,Oldham County,917,81
Texas,Orange County,29170,6354
Texas,Palo Pinto County,10170,2177
Texas,Panola County,9322,2057
Texas,Parker County,61584,12789
Texas,Parmer County,2133,488
Texas,Pecos County,3213,1378
Texas,Polk County,18496,5353
Texas,Potter County,22732,9867
Texas,Presidio County,721,1463
Texas,Rains County,5147,841
Texas,Randall County,57695,11414
Texas,Reagan County,942,172
Texas,Real County,1643,320
Texas,Red River County,4513,1244
Texas,Reeves County,2249,1394
Texas,Refugio County,2210,1108
Texas,Roberts County,529,17
Texas,Robertson County,5631,2359
Texas,Rockwall County,38842,18149
Texas,Runnels County,3682,531
Texas,Rusk County,16511,4624
Texas,Sabine County,4767,662
Texas,San Augustine County,3005,979
Texas,San Jacinto County,10154,2332
Texas,San Patricio County,16495,8971
Texas,San Saba County,2308,287
Texas,Schleicher County,939,211
Texas,Scurry County,4978,818
Texas,Shackelford County,1484,130
Texas,Shelby County,7962,2058
Texas,Sherman County,885,91
Texas,Smith County,68546,29343
Texas,Somervell County,4099,768
Texas,Starr County,8224,9099
Texas,Stephens County,3385,396
Texas,Sterling County,584,51
Texas,Stonewall County,615,116
Texas,Sutton County,1222,322
Texas,Swisher County,1842,478
Texas,Tarrant County,403271,403698
Texas,Taylor County,39439,14489
Texas,Terrell County,334,119
Texas,Terry County,2809,757
Texas,Throckmorton County,806,82
Texas,Titus County,7563,2852
Texas,Tom Green County,32129,12106
Texas,Travis County,159907,432062
Texas,Trinity County,5579,1323
Texas,Tyler County,8095,1390
Texas,Upshur County,15775,2869
Texas,Upton County,1176,169
Texas,Uvalde County,6160,4066
Texas,Val Verde County,7839,6401
Texas,Van Zandt County,22126,3419
Texas,Victoria County,23347,10371
Texas,Walker County,15368,7875
Texas,Waller County,14206,8130
Texas,Ward County,3238,761
Texas,Washington County,12949,4254
Texas,Webb County,25898,41820
Texas,Wharton County,11892,4671
Texas,Wheeler County,2158,168
Texas,Wichita County,31930,13024
Texas,Wilbarger County,3520,954
Texas,Willacy County,2437,3097
Texas,Williamson County,138649,142457
Texas,Wilson County,18457,6350
Texas,Winkler County,1753,358
Texas,Wise County,26986,4953
Texas,Wood County,18962,3487
Texas,Yoakum County,2172,419
Texas,Young County,7112,1036
Texas,Zapata County,2032,1820
Texas,Zavala County,1490,2864
Utah,Beaver County,2673,356
Utah,Box Elder County,20660,4280
Utah,Cache County,34377,15246
Utah,Carbon County,6255,2306
Utah,Daggett County,473,105
Utah,Davis County,87549,51017
Utah,Duchesne County,7445,830
Utah,Emery County,4166,566
Utah,Garfield County,2149,513
Utah,Grand County,2168,2733
Utah,Iron County,18113,4673
Utah,Juab County,5069,638
Utah,Kane County,2777,1005
Utah,Millard County,4267,529
Utah,Morgan County,4957,1060
Utah,Piute County,773,86
Utah,Rich County,1118,178
Utah,Salt Lake County,162607,226446
Utah,San Juan County,2634,2451
Utah,Sanpete County,9961,1724
Utah,Sevier County,8427,1032
Utah,Summit County,6122,11733
Utah,Tooele County,19531,8498
Utah,Uintah County,12777,1601
Utah,Utah County,171563,68568
Utah,Wasatch County,9953,5762
Utah,Washington County,65601,20065
Utah,Wayne County,1207,362
Utah,Weber County,64066,39652
Vermont,Jamaica,149,406
Vermont,Jay,139,144
Vermont,Jericho,904,2657
Vermont,Johnson,528,994
Vermont,Kirby,129,190
Vermont,Landgrove,0,0
Vermont,Leicester,230,296
Vermont,Lemington,23,25
Vermont,Lincoln,211,723
Vermont,Londonderry,347,744
Vermont,Barnet,437,624
Vermont,Lowell,273,201
Vermont,Ludlow,473,718
Vermont,Lunenburg,366,243
Vermont,Lyndon,1136,1207
Vermont,Maidstone,74,67
Vermont,Manchester,732,1985
Vermont,Marlboro,94,528
Vermont,Marshfield,336,586
Vermont,Mendon,314,445
Vermont,Middlebury,732,3476
Vermont,Barre,1298,2380
Vermont,Middlesex,231,977
Vermont,Middletown Springs,225,308
Vermont,Milton,2567,3268
Vermont,Monkton,395,960
Vermont,Montgomery,278,449
Vermont,Montpelier,468,4576
Vermont,Moretown,220,904
Vermont,Morgan,218,172
Vermont,Morristown,833,2256
Vermont,Mount Holly,375,452
Vermont,Barre Town,2093,2512
Vermont,Mount Tabor,56,55
Vermont,Newark,159,169
Vermont,Newbury,490,682
Vermont,Newfane,261,842
Vermont,New Haven,396,732
Vermont,Newport,757,1033
Vermont,Newport Town,415,341
Vermont,Northfield,837,1508
Vermont,North Hero,250,430
Vermont,Norton,62,44
Vermont,Barton,570,687
Vermont,Norwich,211,2316
Vermont,Orange,324,261
Vermont,Orwell,351,367
Vermont,Panton,137,271
Vermont,Pawlet,369,496
Vermont,Peacham,141,357
Vermont,Peru,71,218
Vermont,Pittsfield,120,206
Vermont,Pittsford,784,896
Vermont,Plainfield,166,606
Vermont,Belvidere,93,79
Vermont,Plymouth,121,267
Vermont,Pomfret,146,509
Vermont,Poultney,755,844
Vermont,Pownal,831,892
Vermont,Proctor,392,534
Vermont,Putney,235,1234
Vermont,Randolph,792,1662
Vermont,Reading,120,312
Vermont,Readsboro,212,203
Vermont,Richford,478,434
Vermont,Bennington,2473,4369
Vermont,Richmond,572,2287
Vermont,Ripton,76,280
Vermont,Rochester,183,526
Vermont,Rockingham,718,1703
Vermont,Roxbury,134,281
Vermont,Royalton,492,930
Vermont,Rupert,154,269
Vermont,Rutland,3026,4679
Vermont,Rutland Town,1038,1365
Vermont,Ryegate,298,329
Vermont,Benson,305,258
Vermont,St. Albans,938,1947
Vermont,St. Albans Town,1557,2126
Vermont,St. George,131,310
Vermont,St. Johnsbury,1218,2033
Vermont,Salisbury,258,393
Vermont,Sandgate,96,147
Vermont,Searsburg,36,28
Vermont,Shaftsbury,818,1346
Vermont,Sharon,278,585
Vermont,Sheffield,163,197
Vermont,Berkshire,402,284
Vermont,Shelburne,953,4358
Vermont,Sheldon,533,435
Vermont,Killington,255,560
Vermont,Shoreham,263,445
Vermont,Shrewsbury,268,395
Vermont,South Burlington,2271,10057
Vermont,South Hero,376,903
Vermont,Springfield,1768,2581
Vermont,Stamford,267,254
Vermont,Stannard,28,82
Vermont,Berlin,520,960
Vermont,Starksboro,333,636
Vermont,Stockbridge,123,341
Vermont,Stowe,599,2706
Vermont,Strafford,118,656
Vermont,Stratton,67,119
Vermont,Sudbury,128,252
Vermont,Sunderland,240,386
Vermont,Sutton,275,245
Vermont,Swanton,1546,1566
Vermont,Thetford,409,1448
Vermont,Bethel,381,728
Vermont,Addison,379,445
Vermont,Tinmouth,163,170
Vermont,Topsham,356,273
Vermont,Townshend,191,553
Vermont,Troy,394,370
Vermont,Tunbridge,314,514
Vermont,Underhill,526,1633
Vermont,Vergennes,428,1016
Vermont,Vernon,549,718
Vermont,Vershire,134,264
Vermont,Victory,36,17
Vermont,Bloomfield,73,55
Vermont,Waitsfield,200,1023
Vermont,Walden,207,351
Vermont,Wallingford,563,703
Vermont,Waltham,102,216
Vermont,Wardsboro,159,325
Vermont,Warren,179,1039
Vermont,Washington,283,306
Vermont,Waterbury,621,2778
Vermont,Waterford,387,421
Vermont,Waterville,209,227
Vermont,Bolton,218,537
Vermont,Weathersfield,725,1018
Vermont,Wells,416,315
Vermont,West Fairlee,125,219
Vermont,Westfield,146,190
Vermont,Westford,413,964
Vermont,West Haven,70,78
Vermont,Westminster,429,1303
Vermont,Westmore,102,126
Vermont,Weston,114,332
Vermont,West Rutland,599,499
Vermont,Bradford,549,893
Vermont,West Windsor,200,618
Vermont,Weybridge,78,517
Vermont,Wheelock,200,236
Vermont,Whiting,84,124
Vermont,Whitingham,340,397
Vermont,Williamstown,923,858
Vermont,Williston,1699,4961
Vermont,Wilmington,341,789
Vermont,Windham,83,187
Vermont,Windsor,537,1266
Vermont,Braintree,260,434
Vermont,Winhall,182,473
Vermont,Winooski,585,3005
Vermont,Wolcott,306,589
Vermont,Woodbury,196,372
Vermont,Woodford,96,95
Vermont,Woodstock,402,1645
Vermont,Worcester,125,464
Vermont,Brandon,896,1213
Vermont,Brattleboro,1052,5423
Vermont,Bridgewater,212,372
Vermont,Bridport,321,392
Vermont,Brighton,342,258
Vermont,Bristol,691,1482
Vermont,Albany,235,286
Vermont,Brookfield,307,506
Vermont,Brookline,96,217
Vermont,Brownington,265,218
Vermont,Brunswick,35,27
Vermont,Burke,366,534
Vermont,Burlington,936,3925
Vermont,Cabot,296,558
Vermont,Calais,221,886
Vermont,Cambridge,587,1521
Vermont,Canaan,241,239
Vermont,Alburgh,499,550
Vermont,Castleton,1037,1053
Vermont,Cavendish,297,466
Vermont,Charleston,274,247
Vermont,Charlotte,511,2285
Vermont,Chelsea,284,404
Vermont,Chester,619,1089
Vermont,Chittenden,343,473
Vermont,Clarendon,782,656
Vermont,Colchester,2852,6452
Vermont,Concord,343,262
Vermont,Andover,132,216
Vermont,Corinth,350,459
Vermont,Cornwall,145,663
Vermont,Coventry,294,245
Vermont,Craftsbury,190,558
Vermont,Danby,405,325
Vermont,Danville,559,855
Vermont,Derby,1280,1167
Vermont,Dorset,377,997
Vermont,Dover,295,613
Vermont,Dummerston,280,1034
Vermont,Arlington,511,929
Vermont,Duxbury,243,648
Vermont,East Haven,65,69
Vermont,East Montpelier,391,1315
Vermont,Eden,313,303
Vermont,Elmore,149,447
Vermont,Enosburgh,590,640
Vermont,Essex,3415,9573
Vermont,Fairfax,1229,1648
Vermont,Fairfield,474,625
Vermont,Fair Haven,647,624
Vermont,Athens,84,120
Vermont,Fairlee,160,442
Vermont,Fayston,150,796
Vermont,Ferrisburg,561,1202
Vermont,Fletcher,291,494
Vermont,Franklin,407,318
Vermont,Georgia,1295,1517
Vermont,Glover,239,401
Vermont,Goshen,34,90
Vermont,Grafton,0,263
Vermont,Granby,23,20
Vermont,Bakersfield,272,395
Vermont,Grand Isle,538,831
Vermont,Granville,30,136
Vermont,Greensboro,106,365
Vermont,Groton,272,248
Vermont,Guildhall,90,79
Vermont,Guilford,345,975
Vermont,Halifax,193,273
Vermont,Hancock,57,102
Vermont,Hardwick,576,932
Vermont,Hartford,1576,4525
Vermont,Baltimore,72,63
Vermont,Hartland,631,1511
Vermont,Highgate,977,698
Vermont,Hinesburg,749,2254
Vermont,Holland,210,139
Vermont,Hubbardton,191,221
Vermont,Huntington,312,1047
Vermont,Hyde Park,546,1118
Vermont,Ira,130,130
Vermont,Irasburg,405,257
Vermont,Isle La Motte,147,191
Vermont,Barnard,177,465
Virginia,Accomack County,9172,7578
Virginia,Albemarle County,20711,42132
Virginia,Alleghany County,5859,2243
Virginia,Amelia County,5370,2390
Virginia,Amherst County,11053,5680
Virginia,Appomattox County,6702,2418
Virginia,Arlington County,21598,102510
Virginia,Augusta County,30556,10748
Virginia,Bath County,1824,674
Virginia,Bedford County,35369,11986
Virginia,Bland County,2903,532
Virginia,Botetourt County,15033,5637
Virginia,Brunswick County,3343,4533
Virginia,Buchanan County,8311,1587
Virginia,Buckingham County,4544,3471
Virginia,Campbell County,21211,8041
Virginia,Caroline County,8109,7733
Virginia,Carroll County,12659,2842
Virginia,Charles City County,1750,2610
Virginia,Charlotte County,3815,2317
Virginia,Chesterfield County,98541,111094
Virginia,Clarke County,5192,3920
Virginia,Craig County,2533,585
Virginia,Culpeper County,16013,10617
Virginia,Cumberland County,3019,2230
Virginia,Dickenson County,5746,1501
Virginia,Dinwiddie County,8695,6224
Virginia,Essex County,3075,3038
Virginia,Fairfax County,162312,404886
Virginia,Fauquier County,25133,17362
Virginia,Floyd County,6189,2970
Virginia,Fluvanna County,8071,7289
Virginia,Franklin County,20797,8312
Virginia,Frederick County,30126,16021
Virginia,Giles County,6876,2156
Virginia,Gloucester County,14875,6964
Virginia,Goochland County,9896,6623
Virginia,Grayson County,6529,1535
Virginia,Greene County,6819,4089
Virginia,Greensville County,1914,2627
Virginia,Halifax County,10404,7648
Virginia,Hanover County,44318,25307
Virginia,Henrico County,61280,110115
Virginia,Henry County,16654,9060
Virginia,Highland County,1092,417
Virginia,Isle of Wight County,13661,9346
Virginia,James City County,23059,25374
Virginia,King and Queen County,2450,1590
Virginia,King George County,8446,5404
Virginia,King William County,7320,3260
Virginia,Lancaster County,3694,3361
Virginia,Lee County,8365,1489
Virginia,Loudoun County,81837,137827
Virginia,Louisa County,13294,8269
Virginia,Lunenburg County,3586,2413
Virginia,Madison County,5294,2684
Virginia,Mathews County,3900,1824
Virginia,Mecklenburg County,9266,6803
Virginia,Middlesex County,4196,2491
Virginia,Montgomery County,20573,23077
Virginia,Nelson County,4799,4307
Virginia,New Kent County,8929,3162
Virginia,Northampton County,2955,3667
Virginia,Northumberland County,4477,3240
Virginia,Nottoway County,4032,2976
Virginia,Orange County,12426,7995
Virginia,Page County,9316,2982
Virginia,Patrick County,7474,1948
Virginia,Pittsylvania County,23704,10053
Virginia,Powhatan County,14055,5320
Virginia,Prince Edward County,4434,4973
Virginia,Prince George County,10106,6870
Virginia,Prince William County,76432,139502
Virginia,Pulaski County,12127,4925
Virginia,Rappahannock County,2815,2096
Virginia,Richmond County,2547,1513
Virginia,Roanoke County,33758,21218
Virginia,Rockbridge County,8047,4022
Virginia,Rockingham County,28608,9311
Virginia,Russell County,10879,2373
Virginia,Scott County,9063,1692
Virginia,Shenandoah County,16390,6763
Virginia,Smyth County,10941,2989
Virginia,Southampton County,5730,3969
Virginia,Spotsylvania County,39506,34385
Virginia,Stafford County,37513,40138
Virginia,Surry County,2025,2397
Virginia,Sussex County,2217,2822
Virginia,Tazewell County,16665,3169
Virginia,Warren County,14033,6564
Virginia,Washington County,21678,6617
Virginia,Westmoreland County,5286,4453
Virginia,Wise County,13315,3084
Virginia,Wythe County,11733,3143
Virginia,York County,20087,17410
Virginia,Alexandria city,14251,65201
Virginia,Bristol city,5347,2313
Virginia,Buena Vista city,1863,825
Virginia,Charlottesville city,3059,20237
Virginia,Chesapeake city,57651,65330
Virginia,Colonial Heights city,6007,2972
Virginia,Covington city,1580,964
Virginia,Danville city,7396,11615
Virginia,Emporia city,754,1612
Virginia,Fairfax city,3982,9120
Virginia,Falls Church city,1490,7146
Virginia,Franklin city,1482,2505
Virginia,Fredericksburg city,4037,8517
Virginia,Galax city,1836,775
Virginia,Hampton city,18201,45481
Virginia,Harrisonburg city,5560,10935
Virginia,Hopewell city,2378,2972
Virginia,Lexington city,901,1782
Virginia,Lynchburg city,16697,17447
Virginia,Manassas city,6182,10100
Virginia,Manassas Park city,2062,3913
Virginia,Martinsville city,2165,3766
Virginia,Newport News city,25594,50319
Virginia,Norfolk city,22038,59396
Virginia,Norton city,1112,464
Virginia,Petersburg city,1573,12293
Virginia,Poquoson city,5605,2054
Virginia,Portsmouth city,12682,30644
Virginia,Radford city,2786,3358
Virginia,Richmond city,15707,86460
Virginia,Roanoke city,15356,25929
Virginia,Salem city,7683,5148
Virginia,Staunton city,5642,6886
Virginia,Suffolk city,20006,28484
Virginia,Virginia Beach city,115107,134252
Virginia,Waynesboro city,5474,4918
Virginia,Williamsburg city,1963,4790
Virginia,Winchester city,5156,6451
Washington,Adams County,2361,1064
Washington,Asotin County,7259,4233
Washington,Benton County,59053,37434
Washington,Chelan County,16975,15454
Washington,Clallam County,19387,21964
Washington,Clark County,115540,133193
Washington,Columbia County,1699,644
Washington,Cowlitz County,33912,23480
Washington,Douglas County,11241,6727
Washington,Ferry County,2735,1465
Washington,Franklin County,17583,12786
Washington,Garfield County,1062,362
Washington,Grant County,16662,8386
Washington,Grays Harbor County,18960,16623
Washington,Island County,22182,28374
Washington,Jefferson County,5910,15619
Washington,King County,260210,885638
Washington,Kitsap County,58824,87680
Washington,Kittitas County,11106,9470
Washington,Klickitat County,6203,5216
Washington,Lewis County,29074,14316
Washington,Lincoln County,5095,1694
Washington,Mason County,18342,16999
Washington,Okanogan County,6272,5661
Washington,Pacific County,6176,6283
Washington,Pend Oreille County,5655,2578
Washington,Pierce County,193795,244893
Washington,San Juan County,2769,9209
Washington,Skagit County,15310,23033
Washington,Skamania County,3694,3016
Washington,Snohomish County,157772,245708
Washington,Spokane County,142122,130820
Washington,Stevens County,14566,6563
Washington,Thurston County,54881,86181
Washington,Wahkiakum County,1711,1150
Washington,Walla Walla County,8246,8289
Washington,Whatcom County,49809,82463
Washington,Whitman County,7245,8794
Washington,Yakima County,35017,28967
West Virginia,Barbour County,5094,1438
West Virginia,Berkeley County,32062,16075
West Virginia,Boone County,6775,2029
West Virginia,Braxton County,4115,1453
West Virginia,Brooke County,7516,2936
West Virginia,Cabell County,21440,14733
West Virginia,Calhoun County,2346,563
West Virginia,Clay County,2661,640
West Virginia,Doddridge County,2592,432
West Virginia,Fayette County,11514,5031
West Virginia,Gilmer County,1997,591
West Virginia,Grant County,4861,605
West Virginia,Greenbrier County,10898,4641
West Virginia,Hampshire County,7829,1919
West Virginia,Hancock County,9653,3670
West Virginia,Hardy County,4827,1371
West Virginia,Harrison County,20581,9149
West Virginia,Jackson County,10025,3197
West Virginia,Jefferson County,14813,11831
West Virginia,Kanawha County,46086,34139
West Virginia,Lewis County,5759,1531
West Virginia,Lincoln County,5967,1703
West Virginia,Logan County,10501,2325
West Virginia,McDowell County,5125,1323
West Virginia,Marion County,16218,8836
West Virginia,Marshall County,10137,3348
West Virginia,Mason County,8422,2511
West Virginia,Mercer County,19185,5522
West Virginia,Mineral County,9904,2579
West Virginia,Mingo County,8521,1385
West Virginia,Monongalia County,20656,20064
West Virginia,Monroe County,5012,1330
West Virginia,Morgan County,6157,1945
West Virginia,Nicholas County,8221,2206
West Virginia,Ohio County,12226,7139
West Virginia,Pendleton County,2764,816
West Virginia,Pleasants County,2726,692
West Virginia,Pocahontas County,2876,1039
West Virginia,Preston County,11143,3147
West Virginia,Putnam County,19921,7824
West Virginia,Raleigh County,24297,7841
West Virginia,Randolph County,8655,3353
West Virginia,Ritchie County,3637,585
West Virginia,Roane County,4199,1451
West Virginia,Summers County,4068,1444
West Virginia,Taylor County,5439,1787
West Virginia,Tucker County,2833,933
West Virginia,Tyler County,3183,626
West Virginia,Upshur County,7721,2247
West Virginia,Wayne County,12462,3964
West Virginia,Webster County,2737,608
West Virginia,Wetzel County,4933,1529
West Virginia,Wirt County,2103,461
West Virginia,Wood County,26963,10816
West Virginia,Wyoming County,7254,1149
Wisconsin,Adams County,7362,4329
Wisconsin,Ashland County,3845,4794
Wisconsin,Barron County,15803,9194
Wisconsin,Bayfield County,4617,6155
Wisconsin,Brown County,75865,65509
Wisconsin,Buffalo County,4834,2859
Wisconsin,Burnett County,6461,3569
Wisconsin,Calumet County,18142,12115
Wisconsin,Chippewa County,21316,14001
Wisconsin,Clark County,10001,4520
Wisconsin,Columbia County,16925,16408
Wisconsin,Crawford County,4620,3953
Wisconsin,Dane County,78789,260157
Wisconsin,Dodge County,31354,16355
Wisconsin,Door County,9752,10044
Wisconsin,Douglas County,10919,13214
Wisconsin,Dunn County,13176,9909
Wisconsin,Eau Claire County,25339,31617
Wisconsin,Florence County,2133,781
Wisconsin,Fond du Lac County,35754,20588
Wisconsin,Forest County,3287,1722
Wisconsin,Grant County,13981,10942
Wisconsin,Green County,10165,10850
Wisconsin,Green Lake County,7165,3344
Wisconsin,Iowa County,5907,7828
Wisconsin,Iron County,2439,1533
Wisconsin,Jackson County,5789,4255
Wisconsin,Jefferson County,27209,19904
Wisconsin,Juneau County,8749,4747
Wisconsin,Kenosha County,44972,42191
Wisconsin,Kewaunee County,7927,3977
Wisconsin,La Crosse County,28683,37843
Wisconsin,Lafayette County,4820,3647
Wisconsin,Langlade County,7330,3703
Wisconsin,Lincoln County,10017,6260
Wisconsin,Manitowoc County,27217,16817
Wisconsin,Marathon County,44623,30807
Wisconsin,Marinette County,15303,7363
Wisconsin,Marquette County,5719,3239
Wisconsin,Menominee County,278,1303
Wisconsin,Milwaukee County,134355,317251
Wisconsin,Monroe County,13775,8432
Wisconsin,Oconto County,16226,6715
Wisconsin,Oneida County,13671,10105
Wisconsin,Outagamie County,58379,47659
Wisconsin,Ozaukee County,33912,26515
Wisconsin,Pepin County,2584,1489
Wisconsin,Pierce County,12813,9789
Wisconsin,Polk County,16590,9361
Wisconsin,Portage County,19298,20426
Wisconsin,Price County,5394,3132
Wisconsin,Racine County,54475,50154
Wisconsin,Richland County,4877,3995
Wisconsin,Rock County,37133,46649
Wisconsin,Rusk County,5257,2517
Wisconsin,St. Croix County,32190,23190
Wisconsin,Sauk County,17489,18103
Wisconsin,Sawyer County,5883,4494
Wisconsin,Shawano County,15447,7131
Wisconsin,Sheboygan County,37624,27109
Wisconsin,Taylor County,7656,2693
Wisconsin,Trempealeau County,8828,6283
Wisconsin,Vernon County,8216,7457
Wisconsin,Vilas County,9261,5903
Wisconsin,Walworth County,33844,22783
Wisconsin,Washburn County,6332,3867
Wisconsin,Washington County,60235,26647
Wisconsin,Waukesha County,159633,103867
Wisconsin,Waupaca County,18948,9699
Wisconsin,Waushara County,9016,4388
Wisconsin,Winnebago County,47795,44060
Wisconsin,Wood County,24307,16360
Wyoming,Albany County,8575,9091
Wyoming,Big Horn County,4806,788
Wyoming,Campbell County,16973,1935
Wyoming,Carbon County,5012,1427
Wyoming,Converse County,5916,861
Wyoming,Crook County,3651,378
Wyoming,Fremont County,12007,5519
Wyoming,Goshen County,4878,1203
Wyoming,Hot Springs County,1999,482
Wyoming,Johnson County,3881,897
Wyoming,Laramie County,27814,15181
Wyoming,Lincoln County,8673,1509
Wyoming,Natrona County,25267,8528
Wyoming,Niobrara County,1118,155
Wyoming,Park County,12802,3404
Wyoming,Platte County,3898,890
Wyoming,Sheridan County,11843,4043
Wyoming,Sublette County,3957,882
Wyoming,Sweetwater County,12197,3822
Wyoming,Teton County,4341,9848
Wyoming,Uinta County,7494,1591
Wyoming,Washakie County,3245,651
Wyoming,Weston County,3107,360
Alabama,Cherokee County,10562,1619
Alabama,Chilton County,16052,3056
Alabama,Choctaw County,4294,3126
Alabama,Clarke County,7310,5730
Alabama,Clay County,5589,1262
Alabama,Cleburne County,6472,672
Alabama,Coffee County,16832,5050
Alabama,Colbert County,17311,7057
Alabama,Conecuh County,3435,2951
Alabama,Coosa County,3626,1794
Alabama,Autauga County,19764,7450
Alabama,Covington County,14579,2717
Alabama,Crenshaw County,4864,1700
Alabama,Cullman County,36804,4454
Alabama,Dale County,14281,5154
Alabama,Dallas County,5523,12228
Alabama,DeKalb County,24744,4271
