victim,gender,race,date,city,state,county,death,charges,mental_illness,weapon,weapon_type,threat,fleeing
34,Male,White,5/26/2017,Tucson,AZ,Pima,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
22,Male,Black,5/25/2017,West Milwaukee,WI,Milwaukee,Taser,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
23,Male,White,5/25/2017,Fairbanks,AK,Fairbanks North Star,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
Unknown,Male,Hispanic,5/24/2017,Compton,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
59,Male,White,5/24/2017,San Francisco,CA,San Mateo,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
24,Male,White,5/24/2017,Canton,OH,Stark,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
21,Male,Hispanic,5/23/2017,Phoenix,AZ,Maricopa,"Gunshot, Taser",No known charges,No,Allegedly Armed,gun,attack,Other
31,Male,White,5/23/2017,Mountain Home,ID,Elmore,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
65,Male,White,5/23/2017,Pahrump,NV,Nye,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
74,Male,White,5/23/2017,Knoxville,TN,Knox,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
43,Male,Black,5/22/2017,Wilmington,DE,New Castle,Gunshot,No known charges,Unknown,Unclear,undetermined,attack,Not fleeing
38,Male,White,5/22/2017,Chelsea,MA,Suffolk,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
24,Male,Black,5/21/2017,Converse,LA,Sabine,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
33,Male,Black,5/21/2017,Appleton,WI,Outagamie,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
37,Male,Hispanic,5/21/2017,Okeechobee,FL,Okeechobee,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
43,Male,White,5/21/2017,Allentown,PA,Lehigh,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
54,Male,Black,5/20/2017,Lemon Grove,CA,San Diego,Taser,No known charges,Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
58,Male,White,5/20/2017,Pleasanton,CA,Alameda,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
47,Male,White,5/20/2017,Bangor,PA,Northampton,Gunshot,No known charges,Yes,Unclear,fireworks,other,Not fleeing
18,Male,Black,5/19/2017,Glendale,AZ,Maricopa,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
65,Male,White,5/19/2017,Belgrade,ME,Kennebec,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,attack,Not fleeing
22,Male,Black,5/18/2017,Columbus,GA,Muscogee,Vehicle,No known charges,No,Allegedly Armed,gun,attack,Car
28,Male,White,5/18/2017,Arlington,VA,Arlington,Gunshot,No known charges,No,Vehicle,vehicle,attack,Car
17,Male,Black,5/17/2017,Chicago,IL,Cook,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
25,Male,Black,5/16/2017,Tempe,AZ,Maricopa,Gunshot,No known charges,Unknown,Allegedly Armed,knife,other,Not fleeing
24,Male,Hispanic,5/16/2017,Tustin,CA,Orange,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
41,Female,White,5/16/2017,Washington,DC,District of Columbia,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
38,Male,White,5/16/2017,Clinton,MT,Missoula,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
27,Female,Black,5/15/2017,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
29,Male,Black,5/15/2017,Richmond,VA,Chesterfield,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
22,Male,Hispanic,5/15/2017,Long Beach,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
34,Male,Hispanic,5/15/2017,Del Mar,CA,San Diego,Gunshot,No known charges,Yes,Allegedly Armed,knife,attack,Foot
47,Male,White,5/15/2017,Johnson City,TN,Washington,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
48,Male,White,5/15/2017,Wewoka,OK,Seminole,Gunshot,No known charges,Yes,Allegedly Armed,crossbow,attack,Not fleeing
40,Male,Black,5/14/2017,Las Vegas,NV,Clark,Physical Restraint,Charged with a crime,Yes,Unarmed/Did Not Have an Actual Weapon,no object,other,Foot
41,Male,Hispanic,5/14/2017,Kingman,AZ,Mohave,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
48,Male,White,5/14/2017,Pulaski,VA,Pulaski,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
21,Male,Black,5/13/2017,Geneva,IL,Kane,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
41,Male,Black,5/13/2017,Columbia,MO,Boone,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
37,Male,White,5/13/2017,West Allis,WI,Milwaukee,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,attack,Foot
48,Male,White,5/13/2017,Greenfield,IN,Hancock,Taser,No known charges,Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
51,Male,Black,5/12/2017,Philadelphia,PA,Philadelphia,"Gunshot, Taser",No known charges,No,Allegedly Armed,knife,other,Not fleeing
27,Male,Hispanic,5/12/2017,Houston,TX,Harris,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
30,Male,White,5/12/2017,Billings,MT,Yellowstone,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
46,Male,White,5/12/2017,Jupiter,FL,Palm Beach,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
35,Male,White,5/12/2017,Robertsdale,AL,Baldwin,Gunshot,No known charges,Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
41,Male,White,5/12/2017,Rohnert Park,CA,Sonoma,Taser,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
Unknown,Male,Hispanic,5/11/2017,Arlington,TX,Tarrant,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
50,Female,Black,5/10/2017,St. Louis,MO,St. Louis,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
24,Male,Black,5/10/2017,Portland,OR,Multnomah,Gunshot,No known charges,No,Allegedly Armed,knife,other,Foot
50,Male,White,5/10/2017,Lakeside,CA,San Diego,"Gunshot, Taser",No known charges,Unknown,Vehicle,vehicle,other,Car
25,Male,Black,5/9/2017,Jacksonville,FL,Duval,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
15,Male,Hispanic,5/9/2017,Bridgeport,CT,Fairfield,Gunshot,No known charges,No,Vehicle,vehicle,attack,Car
34,Male,White,5/9/2017,Tiffin,OH,Seneca,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
40,Male,White,5/9/2017,Westminster,CO,Adams,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
36,Male,White,5/9/2017,Brighton,MI,Livingston,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
39,Male,White,5/9/2017,Lexington,SC,Lexington,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Foot
32,Male,Black,5/8/2017,Rancho Cordova,CA,Sacramento,"Gunshot, Police Dog",No known charges,Yes,Unclear,rock,attack,Foot
29,Male,White,5/8/2017,Sunland,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
24,Male,Black,5/7/2017,Austin,TX,Travis,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
27,Male,Black,5/7/2017,Phenix City,AL,Russell,Gunshot,No known charges,No,Unclear,undetermined,undetermined,Car
26,Male,Hispanic,5/7/2017,Buffalo,NY,Erie,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,attack,Foot
25,Male,White,5/6/2017,Tarpon Springs,FL,Pinellas,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
62,Male,White,5/6/2017,Las Vegas,NV,Clark,Gunshot,No known charges,No,Allegedly Armed,ax,other,Not fleeing
15,Male,White,5/6/2017,San Diego,CA,San Diego,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
25,Male,Black,5/5/2017,Braintree,MA,Norfolk,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
54,Female,Hispanic,5/4/2017,Katy,TX,Harris,Gunshot,No known charges,Yes,Allegedly Armed,gun,other,Not fleeing
27,Male,Hispanic,5/4/2017,Whittier,CA,Los Angeles,Physical Restraint,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,other,Foot
18,Male,Black,5/3/2017,Grand Rapids,MI,Kent,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
28,Male,Pacific Islander,5/3/2017,San Jose,CA,Santa Clara,Gunshot,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing
24,Male,White,5/3/2017,San Jose,CA,Santa Clara,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
26,Male,White,5/3/2017,San Francisco,CA,San Francisco,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
67,Male,White,5/3/2017,Peachtree City,GA,Fayette,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
48,Male,Black,5/2/2017,Irving,TX,Dallas,"Gunshot, Taser",No known charges,No,Allegedly Armed,knife,attack,Not fleeing
20,Male,Hispanic,5/1/2017,Austin,TX,Travis,Gunshot,No known charges,Yes,Allegedly Armed,gun,other,Not fleeing
25,Male,White,5/1/2017,Conroe,TX,Montgomery,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
46,Male,Black,4/30/2017,Detroit,MI,Wayne,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
32,Male,White,4/30/2017,Tom,OK,McCurtain,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
49,Male,White,4/30/2017,San Diego,CA,San Diego,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
15,Male,Black,4/29/2017,Balch Springs,TX,Dallas,Gunshot,"Charged, Convicted",No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
24,Male,Black,4/29/2017,East Orange,NJ,Essex,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
35,Male,Black,4/29/2017,Newport News,VA,Newport News City,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
33,Male,Hispanic,4/29/2017,Santa Fe,NM,Santa Fe,Gunshot,No known charges,No,Vehicle,vehicle,attack,Not fleeing
59,Male,White,4/29/2017,P?pa'Aloa,HI,Hawaii,Gunshot,No known charges,No,Allegedly Armed,crossbow,other,Not fleeing
32,Male,Black,4/28/2017,Atlanta,GA,Fulton,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
25,Male,Hispanic,4/28/2017,San Mateo,CA,San Mateo,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
26,Male,Black,4/27/2017,Bear,DE,New Castle,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
53,Male,White,4/27/2017,Rapid City,SD,Pennington,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
57,Male,Black,4/26/2017,Jacksonville,FL,Duval,"Gunshot, Taser",No known charges,No,Allegedly Armed,taser,other,Not fleeing
53,Male,White,4/26/2017,Lewistown,PA,Mifflin,Gunshot,No known charges,Unknown,Allegedly Armed,gun,other,Not fleeing
32,Male,White,4/26/2017,Columbus,OH,Franklin,Gunshot,No known charges,No,Vehicle,vehicle,other,Car
23,Male,Black,4/25/2017,Newark,NJ,Essex,Gunshot,No known charges,No,Allegedly Armed,gun,other,Car
27,Male,Black,4/25/2017,Lizella,GA,Bibb,"Gunshot, Taser",No known charges,No,Allegedly Armed,knife,other,Not fleeing
52,Male,Hispanic,4/25/2017,Fort Worth,TX,Tarrant,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,attack,Not fleeing
20,Male,Hispanic,4/25/2017,Bellflower,CA,Los Angeles,Gunshot,No known charges,No,Vehicle,vehicle,other,Car
20,Female,White,4/25/2017,Johnstown,PA,Cambria,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
46,Male,White,4/25/2017,Lufkin,TX,Angelina,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
15,Male,Black,4/24/2017,Killeen,TX,Bell,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
16,Male,Black,4/24/2017,Houston,TX,Harris,Gunshot,No known charges,No,Allegedly Armed,gun,other,Foot
79,Male,White,4/24/2017,Stewartstown,PA,York,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
35,Male,White,4/24/2017,Wolf Creek,OR,Josephine,"Gunshot, Taser",No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
70,Male,White,4/23/2017,Prescott,AZ,Yavapai,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
43,Male,Asian,4/22/2017,Yuba City,CA,Sutter,Gunshot,No known charges,No,Allegedly Armed,gun and hatchet,attack,Foot
39,Male,Black,4/22/2017,Portage,IN,Porter,Gunshot,No known charges,No,Vehicle,vehicle,other,Not fleeing
24,Male,White,4/22/2017,Hamilton,OH,Butler,Gunshot,No known charges,No,Allegedly Armed,knife,other,Not fleeing
25,Male,White,4/21/2017,West Linn,OR,Clackamus,Gunshot,No known charges,Yes,Allegedly Armed,gun,other,Not fleeing
19,Male,Black,4/20/2017,Seattle,WA,King,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
26,Male,Hispanic,4/20/2017,Hardeeville,SC,Jasper,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
55,Male,Hispanic,4/20/2017,San Antonio,TX,Bexar,"Gunshot, Taser",No known charges,No,Allegedly Armed,knife,other,Not fleeing
25,Male,Hispanic,4/20/2017,Glendale,AZ,Maricopa,Gunshot,No known charges,No,Vehicle,vehicle,other,Car
17,Female,White,4/20/2017,Glendale,AZ,Maricopa,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
64,Male,White,4/20/2017,Edmond,OK,Oklahoma,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
30,Male,White,4/20/2017,Summerville,SC,Dorchester,Vehicle,No known charges,No,Vehicle,vehicle,other,Not fleeing
21,Male,Black,4/19/2017,Wilmington,DE,New Castle,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
32,Male,White,4/18/2017,Brandywine,WV,Pendleton,Gunshot,No known charges,No,Vehicle,vehicle,attack,Car
47,Male,White,4/16/2017,St. Paul,MN,Ramsey,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
33,Male,Black,4/15/2017,West Memphis,AR,Crittenden,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
42,Male,Black,4/15/2017,Houston,TX,Harris,Taser,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
16,Male,Hispanic,4/15/2017,Fresno,CA,Fresno,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Foot
56,Male,White,4/15/2017,Newport Beach,CA,Orange,Gunshot,No known charges,No,Allegedly Armed,knife,other,Not fleeing
56,Male,White,4/15/2017,Orwell,OH,Ashtabula,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
24,Male,Native American,4/14/2017,Mandan,ND,Morton,Gunshot,No known charges,Unknown,Allegedly Armed,knife,other,Not fleeing
Unknown,Male,Unknown race,4/14/2017,Paterson,NJ,Passaic,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
33,Male,White,4/14/2017,Tacoma,WA,Pierce,Gunshot,No known charges,No,Allegedly Armed,gun,other,Car
57,Male,White,4/13/2017,Suffield,CT,Hartford,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,other,Not fleeing
33,Male,White,4/13/2017,Sparta,TN,White,Gunshot,No known charges,No,Vehicle,vehicle,other,Car
28,Male,Black,4/12/2017,Los Angeles,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
25,Male,Black,4/12/2017,Reading,PA,Berks,Taser,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
25,Male,White,4/12/2017,Udall,KS,Butler,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
38,Male,White,4/12/2017,Avondale,AZ,Maricopa,Gunshot,No known charges,No,Vehicle,vehicle,other,Not fleeing
39,Male,Black,4/10/2017,Houston,TX,Harris,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,other,Foot
30,Male,White,4/10/2017,Cleveland,OH,Cuyahoga,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
36,Male,Hispanic,4/9/2017,Santa Paula,CA,Ventura,Gunshot,No known charges,Unknown,Allegedly Armed,knife,attack,Not fleeing
36,Male,Unknown race,4/9/2017,Ontario,CA,San Bernardino,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
25,Male,White,4/8/2017,Eau Claire,WI,Eau Claire,Gunshot,No known charges,Unknown,Allegedly Armed,knife,other,Not fleeing
33,Male,Native American,4/7/2017,Kyle,SD,Oglala Lakota,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
37,Male,Black,4/6/2017,Newark,NJ,Essex,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
49,Male,Black,4/6/2017,Largo,FL,Pinellas,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
39,Male,Black,4/6/2017,Westerville,OH,Franklin,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
38,Male,White,4/6/2017,Madison,OH,Lake,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
68,Male,White,4/6/2017,Bradenton,FL,Manatee,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
19,Male,Hispanic,4/5/2017,Goshen,IN,Elkhart,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
22,Male,White,4/5/2017,Little Rock,AR,Pulaski,Gunshot,No known charges,No,Vehicle,vehicle,other,Not fleeing
47,Male,Hispanic,4/4/2017,Bakersfield,CA,Kern,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Foot
32,Male,Hispanic,4/4/2017,Houston,TX,Harris,Gunshot,No known charges,No,Vehicle,vehicle,attack,Car
65,Male,White,4/4/2017,Napa,CA,Napa,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
46,Male,Hispanic,4/3/2017,Pendleton,SC,Anderson,"Gunshot, Taser",No known charges,Unknown,Vehicle,vehicle,other,Not fleeing
60,Male,Asian,4/1/2017,New Iberia,LA,Iberia,Gunshot,No known charges,No,Allegedly Armed,knife,other,Not fleeing
Unknown,Male,Black,4/1/2017,Cantonment,FL,Escambia,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
46,Male,White,3/30/2017,Cranbury,NJ,Middlesex,Gunshot,No known charges,Drug or alcohol use,Vehicle,vehicle,other,Car
28,Male,Black,3/29/2017,New Castle,DE,New Castle,Gunshot,No known charges,Yes,Vehicle,vehicle,other,Car
26,Male,White,3/29/2017,Chattanooga,TN,Hamilton,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,other,Not fleeing
41,Male,White,3/29/2017,Stockton,IL,Jo Daviess,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
45,Male,White,3/29/2017,Lawrenceburg,KY,Anderson,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
59,Male,White,3/29/2017,Byars,OK,McClain,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
27,Male,White,3/29/2017,Ector,TX,Fannin,Gunshot,No known charges,No,Vehicle,vehicle,other,Car
36,Male,White,3/28/2017,Francesville,IN,Pulaski,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
73,Male,White,3/28/2017,Manistee,MI,Manistee,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
28,Male,White,3/27/2017,Montgomery Village,MD,Montgomery,Gunshot,No known charges,No,Allegedly Armed,knife,other,Not fleeing
45,Male,White,3/27/2017,Mathiston,MS,Webster,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
51,Male,White,3/27/2017,Lewisburg,TN,Marshall,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
36,Male,Native American,3/26/2017,Wasilla,AK,Matanuska Susitna,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Other
53,Male,White,3/26/2017,Anderson,CA,Shasta,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
54,Male,White,3/26/2017,Little Rock,AR,Pulaski,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
56,Male,White,3/26/2017,Delray Beach,FL,Palm Beach,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
35,Male,Hispanic,3/25/2017,Boyle Heights,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,other,Foot
39,Male,Black,3/24/2017,Baltimore,MD,Baltimore City,Gunshot,No known charges,Unknown,Allegedly Armed,knife,other,Not fleeing
26,Male,Hispanic,3/24/2017,Cisco,TX,Eastland,Gunshot,No known charges,No,Allegedly Armed,gun,other,Foot
18,Male,White,3/24/2017,Cottonwood,CA,Tehama,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
42,Male,Black,3/23/2017,Sheridan,AR,Grant,"Gunshot, Police Dog",No known charges,No,Allegedly Armed,knife,attack,Car
Unknown,Male,Black,3/23/2017,Federal Way,WA,King,Gunshot,No known charges,Unknown,Allegedly Armed,machete,other,Not fleeing
24,Male,Hispanic,3/23/2017,Phoenix,AZ,Maricopa,Gunshot,No known charges,Unknown,Allegedly Armed,knife,attack,Not fleeing
45,Male,Asian,3/22/2017,Weston,WI,Marathon,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
27,Male,Black,3/22/2017,Crowley,LA,Acadiana,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
42,Male,White,3/22/2017,Booneville,KY,Owsley,Gunshot,No known charges,No,Allegedly Armed,knife,other,Not fleeing
43,Male,Unknown race,3/21/2017,Redwood City,CA,San Mateo,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
29,Male,White,3/21/2017,Snohomish,WA,Snohomish,Taser,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
73,Male,Black,3/20/2017,Warren,MN,Marshall,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
47,Male,White,3/20/2017,Temple City,CA,Los Angeles,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,attack,Not fleeing
21,Female,Black,3/19/2017,Vero Beach,FL,Indian River,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
19,Male,Black,3/19/2017,Cape Canaveral,FL,Brevard,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
45,Male,Hispanic,3/19/2017,Deland,FL,Volusia,Gunshot,No known charges,Yes,Allegedly Armed,gun,other,Car
52,Male,Unknown race,3/19/2017,Desert Hot Springs,CA,Riverside,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
59,Male,White,3/19/2017,Affton,MO,St. Louis,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Other
23,Male,White,3/19/2017,Redding,CA,Shasta,Gunshot,No known charges,No,Unclear,undetermined,undetermined,Not fleeing
29,Male,Unknown race,3/18/2017,Atlanta,GA,Fulton,Gunshot,No known charges,No,Vehicle,vehicle,attack,Car
21,Female,White,3/18/2017,Tulsa,OK,Tulsa,Vehicle,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
25,Male,White,3/18/2017,Wichita,KS,Sedgwick,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
42,Male,White,3/18/2017,Boise,ID,Ada,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
36,Male,White,3/18/2017,Cedartown,GA,Polk,Gunshot,No known charges,No,Vehicle,vehicle,other,Car
25,Male,Black,3/17/2017,Chico,CA,Butte,"Gunshot, Taser",No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
44,Male,Hispanic,3/17/2017,Thornton,CO,Adams,Taser,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Foot
59,Female,White,3/17/2017,Lakeland,TN,Shelby,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
25,Male,White,3/17/2017,Presque Isle,ME,Aroostook,Gunshot,No known charges,Unknown,Allegedly Armed,knife,other,Not fleeing
32,Male,Black,3/16/2017,Fayetteville,NC,Cumberland,"Gunshot, Taser",No known charges,No,Allegedly Armed,gun,attack,Not fleeing
32,Male,Black,3/16/2017,Milwaukee,WI,Milwaukee,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
34,Male,Black,3/16/2017,Warren,MI,Macomb,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
36,Male,Black,3/16/2017,Alamo,TN,Crockett,Gunshot,No known charges,Yes,Vehicle,vehicle,attack,Not fleeing
58,Male,White,3/16/2017,Deltona,FL,Volusia,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
29,Male,Black,3/15/2017,Saint Paul,MN,Ramsey,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
25,Male,White,3/15/2017,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,Vehicle,vehicle,other,Car
16,Female,Hispanic,3/14/2017,Hayward,CA,Alameda,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
18,Male,White,3/14/2017,Westminster,CO,Adams,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
43,Male,White,3/14/2017,Panama City Beach,FL,Bay,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
56,Male,White,3/14/2017,Toms River,NJ,Ocean,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
36,Male,White,3/14/2017,Fife,WA,Pierce,Gunshot,No known charges,No,Vehicle,vehicle,attack,Not fleeing
20,Male,Black,3/13/2017,Gwynn Oak,MD,Baltimore,Gunshot,No known charges,No,Vehicle,vehicle,other,Other
23,Male,Black,3/13/2017,Euclid,OH,Cuyahoga,Gunshot,No known charges,Unknown,Vehicle,vehicle,other,Not fleeing
23,Male,White,3/13/2017,Napa,CA,Napa,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
28,Male,Hispanic,3/12/2017,Bellingham,WA,Whatcom,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Foot
