"county","fips","candidate","state","pct_report","votes","total_votes","pct","lead"
"Genesee County","26049","Hillary Clinton","MI",1,102744,196135,0.523843271216254,"Hillary Clinton"
"Genesee County","26049","Donald Trump","MI",1,84174,196135,0.429163586305351,"Hillary Clinton"
"Ada County","16001","Donald Trump","ID",1,93748,195587,0.479316109966409,"Donald Trump"
"Ada County","16001","Hillary Clinton","ID",1,75676,195587,0.386917330906451,"Donald Trump"
"Burlington County","34005","Hillary Clinton","NJ",0.9863,108361,194988,0.555731634767268,"Hillary Clinton"
"Burlington County","34005","Donald Trump","NJ",0.9863,79539,194988,0.407917410302172,"Hillary Clinton"
"Larimer County","8069","Hillary Clinton","CO",1,92170,193897,0.475355472235259,"Hillary Clinton"
"Larimer County","8069","Donald Trump","CO",1,82624,193897,0.426123147856852,"Hillary Clinton"
"Kane County","17089","Hillary Clinton","IL",1,99389,193500,0.513638242894057,"Hillary Clinton"
"Kane County","17089","Donald Trump","IL",1,82087,193500,0.424222222222222,"Hillary Clinton"
"Onondaga County","36067","Hillary Clinton","NY",1,102915,191962,0.536121732426209,"Hillary Clinton"
"Onondaga County","36067","Donald Trump","NY",1,78277,191962,0.407773413488086,"Hillary Clinton"
"Lucas County","39095","Hillary Clinton","OH",1,107363,191684,0.560104129713487,"Hillary Clinton"
"Lucas County","39095","Donald Trump","OH",1,74102,191684,0.386584169779429,"Hillary Clinton"
"Clark County","53011","Hillary Clinton","WA",0.912,88507,190653,0.464230827734156,"Hillary Clinton"
"Clark County","53011","Donald Trump","WA",0.912,88266,190653,0.462966751113279,"Hillary Clinton"
"Passaic County","34031","Hillary Clinton","NJ",0.9858,112608,189099,0.595497596497073,"Hillary Clinton"
"Passaic County","34031","Donald Trump","NJ",0.9858,71488,189099,0.378045362482086,"Hillary Clinton"
"Washtenaw County","26161","Hillary Clinton","MI",1,128025,187201,0.683890577507599,"Hillary Clinton"
"Washtenaw County","26161","Donald Trump","MI",1,50335,187201,0.268882110672486,"Hillary Clinton"
"Anoka County","27003","Donald Trump","MN",1,93341,184084,0.507056561135134,"Donald Trump"
"Anoka County","27003","Hillary Clinton","MN",1,75499,184084,0.410133417352948,"Donald Trump"
"Douglas County","8035","Donald Trump","CO",1,100178,182918,0.547666167353678,"Donald Trump"
"Douglas County","8035","Hillary Clinton","CO",1,67045,182918,0.366530357865273,"Donald Trump"
"Clackamas County","41005","Hillary Clinton","OR",1,90187,182136,0.49516295515439,"Hillary Clinton"
"Clackamas County","41005","Donald Trump","OR",1,79062,182136,0.434082224271973,"Hillary Clinton"
"Westmoreland County","42129","Donald Trump","PA",1,116427,181740,0.640623968306372,"Donald Trump"
"Westmoreland County","42129","Hillary Clinton","PA",1,59506,181740,0.327423792230659,"Donald Trump"
"Jefferson Parish","22051","Donald Trump","LA",1,100292,181388,0.552914194985335,"Donald Trump"
"Jefferson Parish","22051","Hillary Clinton","LA",1,73540,181388,0.405429245595078,"Donald Trump"
"Lane County","41039","Hillary Clinton","OR",1,100497,181072,0.555011266236635,"Hillary Clinton"
"Lane County","41039","Donald Trump","OR",1,66218,181072,0.365699832110984,"Hillary Clinton"
"Sedgwick County","20173","Donald Trump","KS",1,101319,180750,0.560547717842324,"Donald Trump"
"Sedgwick County","20173","Hillary Clinton","KS",1,66716,180750,0.369106500691563,"Donald Trump"
"Loudoun County","51107","Hillary Clinton","VA",1,99909,180265,0.554234044323635,"Hillary Clinton"
"Loudoun County","51107","Donald Trump","VA",1,69633,180265,0.386281308074224,"Hillary Clinton"
"Knox County","47093","Donald Trump","TN",1,105724,179266,0.589760467684893,"Donald Trump"
"Knox County","47093","Hillary Clinton","TN",1,62861,179266,0.350657681880557,"Donald Trump"
"Rockingham County","33015","Donald Trump","NH",1,90447,178964,0.505392145906439,"Donald Trump"
"Rockingham County","33015","Hillary Clinton","NH",1,79994,178964,0.446983750921973,"Donald Trump"
"Manatee County","12081","Donald Trump","FL",1,101681,178521,0.569574447824066,"Donald Trump"
"Manatee County","12081","Hillary Clinton","FL",1,71066,178521,0.398082018361985,"Donald Trump"
"Boulder County","8013","Hillary Clinton","CO",1,124715,176735,0.705661017908168,"Hillary Clinton"
"Boulder County","8013","Donald Trump","CO",1,38766,176735,0.219345347554248,"Hillary Clinton"
"Berks County","42011","Donald Trump","PA",1,93094,175934,0.529141609921903,"Donald Trump"
"Berks County","42011","Hillary Clinton","PA",1,75169,175934,0.427256812213671,"Donald Trump"
"Charleston County","45019","Hillary Clinton","SC",1,89048,175850,0.506386124537959,"Hillary Clinton"
"Charleston County","45019","Donald Trump","SC",1,75233,175850,0.42782485072505,"Hillary Clinton"
"Chesterfield County","51041","Donald Trump","VA",1,84938,175288,0.484562548491625,"Donald Trump"
"Chesterfield County","51041","Hillary Clinton","VA",1,80993,175288,0.4620567294966,"Donald Trump"
"Adams County","8001","Hillary Clinton","CO",1,86471,175125,0.493767309064954,"Hillary Clinton"
"Adams County","8001","Donald Trump","CO",1,73807,175125,0.421453247680228,"Hillary Clinton"
"Marion County","12083","Donald Trump","FL",1,107710,174485,0.617302346906611,"Donald Trump"
"Marion County","12083","Hillary Clinton","FL",1,61958,174485,0.355090695475256,"Donald Trump"
"Hidalgo County","48215","Hillary Clinton","TX",1,118739,172990,0.686392277010232,"Hillary Clinton"
"Hidalgo County","48215","Donald Trump","TX",1,48608,172990,0.280987340308688,"Hillary Clinton"
"Forsyth County","37067","Hillary Clinton","NC",1,92488,172509,0.5361343466138,"Hillary Clinton"
"Forsyth County","37067","Donald Trump","NC",1,74793,172509,0.43355998817453,"Hillary Clinton"
"Virginia Beach city","51810","Donald Trump","VA",1,84389,171876,0.490987688798902,"Donald Trump"
"Virginia Beach city","51810","Hillary Clinton","VA",1,76744,171876,0.446507947590123,"Donald Trump"
"Cumberland County","23005","Hillary Clinton","ME",1,102935,171249,0.601083801949208,"Hillary Clinton"
"Cumberland County","23005","Donald Trump","ME",1,57697,171249,0.33691875572996,"Hillary Clinton"
"Stark County","39151","Donald Trump","OH",1,96345,170868,0.563856310134139,"Donald Trump"
"Stark County","39151","Hillary Clinton","OH",1,66581,170868,0.389663365873072,"Donald Trump"
"Collier County","12021","Donald Trump","FL",1,105297,170505,0.617559602357702,"Donald Trump"
"Collier County","12021","Hillary Clinton","FL",1,60941,170505,0.357414738570716,"Donald Trump"
"Lake County","12069","Donald Trump","FL",1,101888,169898,0.59970099706883,"Donald Trump"
"Lake County","12069","Hillary Clinton","FL",1,62597,169898,0.368438710284995,"Donald Trump"
"Richland County","45079","Hillary Clinton","SC",1,108401,169400,0.639911452184179,"Hillary Clinton"
"Richland County","45079","Donald Trump","SC",1,52753,169400,0.311410861865407,"Hillary Clinton"
"Kern County","6029","Donald Trump","CA",1,95064,168734,0.563395640475541,"Donald Trump"
"Kern County","6029","Hillary Clinton","CA",1,64980,168734,0.385103180153378,"Donald Trump"
"Butler County","39017","Donald Trump","OH",1,104441,168422,0.62011494935341,"Donald Trump"
"Butler County","39017","Hillary Clinton","OH",1,56700,168422,0.336654356319246,"Donald Trump"
"Richmond County","36085","Donald Trump","NY",1,95612,167209,0.571811325945374,"Donald Trump"
"Richmond County","36085","Hillary Clinton","NY",1,67561,167209,0.40405121733878,"Donald Trump"
"Orleans Parish","22071","Hillary Clinton","LA",1,133833,165619,0.808077575640476,"Hillary Clinton"
"Orleans Parish","22071","Donald Trump","LA",1,24267,165619,0.146523043853664,"Hillary Clinton"
"Utah County","49049","Donald Trump","UT",1,84863,164777,0.515017265759178,"Donald Trump"
"Utah County","49049","Hillary Clinton","UT",1,22934,164777,0.139182046037979,"Donald Trump"
"Sonoma County","6097","Hillary Clinton","CA",1,116027,164060,0.707222967207119,"Hillary Clinton"
"Sonoma County","6097","Donald Trump","CA",1,37421,164060,0.22809338047056,"Hillary Clinton"
"Mobile County","1097","Donald Trump","AL",1,91087,163387,0.557492334151432,"Donald Trump"
"Mobile County","1097","Hillary Clinton","AL",1,68429,163387,0.418815450433633,"Donald Trump"
"Henrico County","51087","Hillary Clinton","VA",1,93615,161966,0.577991677265599,"Hillary Clinton"
"Henrico County","51087","Donald Trump","VA",1,59674,161966,0.368435350629144,"Hillary Clinton"
"Pulaski County","5119","Hillary Clinton","AR",1,89377,159486,0.560406556061347,"Hillary Clinton"
"Pulaski County","5119","Donald Trump","AR",1,61182,159486,0.38361987886084,"Hillary Clinton"
"Madison County","1089","Donald Trump","AL",1,89199,159473,0.559336063158027,"Donald Trump"
"Madison County","1089","Hillary Clinton","AL",1,62435,159473,0.391508280398563,"Donald Trump"
"Somerset County","34035","Hillary Clinton","NJ",1,83839,154249,0.543530265998483,"Hillary Clinton"
"Somerset County","34035","Donald Trump","NJ",1,64640,154249,0.419062684361001,"Hillary Clinton"
"Hamilton County","18057","Donald Trump","IN",1,87299,153630,0.568241879841177,"Donald Trump"
"Hamilton County","18057","Hillary Clinton","IN",1,57214,153630,0.372414242010024,"Donald Trump"
"Lehigh County","42077","Hillary Clinton","PA",1,77087,153031,0.503734537446661,"Hillary Clinton"
"Lehigh County","42077","Donald Trump","PA",1,70285,153031,0.459286027014134,"Hillary Clinton"
"Leon County","12073","Hillary Clinton","FL",1,91936,151925,0.60514069442159,"Hillary Clinton"
"Leon County","12073","Donald Trump","FL",1,53777,151925,0.353970709231529,"Hillary Clinton"
"Escambia County","12033","Donald Trump","FL",1,88370,151609,0.582880963531189,"Donald Trump"
"Escambia County","12033","Hillary Clinton","FL",1,57114,151609,0.376719060214103,"Donald Trump"
"Durham County","37063","Hillary Clinton","NC",1,118783,150543,0.789030376703002,"Hillary Clinton"
"Durham County","37063","Donald Trump","NC",1,27879,150543,0.185189613598772,"Hillary Clinton"
"Howard County","24027","Hillary Clinton","MD",1,93808,146401,0.640760650542004,"Hillary Clinton"
"Howard County","24027","Donald Trump","MD",1,44792,146401,0.305954194301951,"Hillary Clinton"
"Allen County","18003","Donald Trump","IN",1,83801,145787,0.574818056479659,"Donald Trump"
"Allen County","18003","Hillary Clinton","IN",1,55222,145787,0.378785488418035,"Donald Trump"
"Ottawa County","26139","Donald Trump","MI",1,90456,145405,0.622096901757161,"Donald Trump"
"Ottawa County","26139","Hillary Clinton","MI",1,46276,145405,0.318255905917953,"Donald Trump"
"Prince William County","51153","Hillary Clinton","VA",0.9891,83093,144854,0.573632761263065,"Hillary Clinton"
"Prince William County","51153","Donald Trump","VA",0.9891,54065,144854,0.373237880900769,"Hillary Clinton"
"Washington County","27163","Hillary Clinton","MN",1,67086,142843,0.469648495201025,"Hillary Clinton"
"Washington County","27163","Donald Trump","MN",1,64429,142843,0.451047653717718,"Hillary Clinton"
"Northampton County","42095","Donald Trump","PA",1,71384,142775,0.499975485904395,"Donald Trump"
"Northampton County","42095","Hillary Clinton","PA",1,65936,142775,0.461817545088426,"Donald Trump"
"Mercer County","34021","Hillary Clinton","NJ",1,93721,141332,0.663126538929613,"Hillary Clinton"
"Mercer County","34021","Donald Trump","NJ",1,42604,141332,0.301446240058868,"Hillary Clinton"
"Solano County","6095","Hillary Clinton","CA",1,87419,141218,0.619035816963843,"Hillary Clinton"
"Solano County","6095","Donald Trump","CA",1,45641,141218,0.323195343369825,"Hillary Clinton"
"Hamilton County","47065","Donald Trump","TN",1,78661,141088,0.557531469721025,"Donald Trump"
"Hamilton County","47065","Hillary Clinton","TN",1,55260,141088,0.391670446813336,"Donald Trump"
"Orange County","36071","Donald Trump","NY",1,72129,140753,0.512450889146235,"Donald Trump"
"Orange County","36071","Hillary Clinton","NY",1,63037,140753,0.447855463116239,"Donald Trump"
"St. Lucie County","12111","Donald Trump","FL",1,70248,140731,0.499165073793265,"Donald Trump"
"St. Lucie County","12111","Hillary Clinton","FL",1,66812,140731,0.474749699781853,"Donald Trump"
"McHenry County","17111","Donald Trump","IL",1,71117,140145,0.507452995112205,"Donald Trump"
"McHenry County","17111","Hillary Clinton","IL",1,59827,140145,0.426893574512112,"Donald Trump"
"Osceola County","12097","Hillary Clinton","FL",1,85287,139981,0.609275544538187,"Hillary Clinton"
"Osceola County","12097","Donald Trump","FL",1,50252,139981,0.358991577428365,"Hillary Clinton"
"Santa Barbara County","6083","Hillary Clinton","CA",1,85147,139366,0.610959631473961,"Hillary Clinton"
"Santa Barbara County","6083","Donald Trump","CA",1,45788,139366,0.328544982276882,"Hillary Clinton"
"Gloucester County","34015","Donald Trump","NJ",1,66949,138388,0.48377749515854,"Donald Trump"
"Gloucester County","34015","Hillary Clinton","NJ",1,66355,138388,0.479485215481111,"Donald Trump"
"Lorain County","39093","Donald Trump","OH",1,65346,136654,0.478185783072577,"Donald Trump"
"Lorain County","39093","Hillary Clinton","OH",1,64958,136654,0.475346495528854,"Donald Trump"
"St. Johns County","12109","Donald Trump","FL",1,88633,136392,0.649840166578685,"Donald Trump"
"St. Johns County","12109","Hillary Clinton","FL",1,43037,136392,0.315539034547481,"Donald Trump"
"Fayette County","21067","Hillary Clinton","KY",1,69776,136239,0.512158779791396,"Hillary Clinton"
"Fayette County","21067","Donald Trump","KY",1,56890,136239,0.417574996880482,"Hillary Clinton"
"Buncombe County","37021","Hillary Clinton","NC",1,74937,134507,0.557123421085891,"Hillary Clinton"
"Buncombe County","37021","Donald Trump","NC",1,55339,134507,0.411420966938524,"Hillary Clinton"
"San Joaquin County","6077","Hillary Clinton","CA",1,71349,134076,0.532153405531191,"Hillary Clinton"
"San Joaquin County","6077","Donald Trump","CA",1,56194,134076,0.419120498821564,"Hillary Clinton"
"Weld County","8123","Donald Trump","CO",1,75882,133790,0.567172434412138,"Donald Trump"
"Weld County","8123","Hillary Clinton","CO",1,45869,133790,0.342843261828238,"Donald Trump"
"Ingham County","26065","Hillary Clinton","MI",1,81266,133478,0.608834414660094,"Hillary Clinton"
"Ingham County","26065","Donald Trump","MI",1,44354,133478,0.332294460510346,"Hillary Clinton"
"Luzerne County","42079","Donald Trump","PA",1,77508,132731,0.583947985022338,"Donald Trump"
"Luzerne County","42079","Hillary Clinton","PA",1,51454,132731,0.387656237050877,"Donald Trump"
"Barnstable County","25001","Hillary Clinton","MA",1,71632,132667,0.539938341863463,"Hillary Clinton"
"Barnstable County","25001","Donald Trump","MA",1,53842,132667,0.405843201398991,"Hillary Clinton"
"Dauphin County","42043","Hillary Clinton","PA",1,64287,130160,0.49390749846343,"Hillary Clinton"
"Dauphin County","42043","Donald Trump","PA",1,60620,130160,0.465734480639213,"Hillary Clinton"
"Lancaster County","31109","Hillary Clinton","NE",1,60533,129803,0.466345153810004,"Hillary Clinton"
"Lancaster County","31109","Donald Trump","NE",1,60456,129803,0.465751947181498,"Hillary Clinton"
"Madison County","17119","Donald Trump","IL",1,70295,127902,0.549600475363951,"Donald Trump"
"Madison County","17119","Hillary Clinton","IL",1,50336,127902,0.393551312723804,"Donald Trump"
"Alachua County","12001","Hillary Clinton","FL",1,75370,127827,0.589625040093251,"Hillary Clinton"
"Alachua County","12001","Donald Trump","FL",1,46584,127827,0.364430049989439,"Hillary Clinton"
"Greene County","29077","Donald Trump","MO",1,77387,127609,0.606438417353008,"Donald Trump"
"Greene County","29077","Hillary Clinton","MO",1,42400,127609,0.33226496563722,"Donald Trump"
"Brown County","55009","Donald Trump","WI",1,67192,127497,0.52700847863087,"Donald Trump"
"Brown County","55009","Hillary Clinton","WI",1,53358,127497,0.418503964799172,"Donald Trump"
"St. Louis city","29510","Hillary Clinton","MO",1,101487,127403,0.796582498057346,"Hillary Clinton"
"St. Louis city","29510","Donald Trump","MO",1,20281,127403,0.159187774228236,"Hillary Clinton"
"Kalamazoo County","26077","Hillary Clinton","MI",1,67142,125966,0.533016845815538,"Hillary Clinton"
"Kalamazoo County","26077","Donald Trump","MI",1,51031,125966,0.405117253862153,"Hillary Clinton"
"Albany County","36001","Hillary Clinton","NY",1,74775,125644,0.595133870300213,"Hillary Clinton"
"Albany County","36001","Donald Trump","NY",1,44227,125644,0.35200248320652,"Hillary Clinton"
"New London County","9011","Hillary Clinton","CT",1,62951,124527,0.50552089105174,"Hillary Clinton"
"New London County","9011","Donald Trump","CT",1,54574,124527,0.43825033928385,"Hillary Clinton"
"Horry County","45051","Donald Trump","SC",1,83819,124503,0.673228757539979,"Donald Trump"
"Horry County","45051","Hillary Clinton","SC",1,36731,124503,0.295021003509956,"Donald Trump"
