State,County,Votes_Left,Votes_Right,Total_shootings,Normalized_Shootings_rate,FIPS
Iowa,Linn County,53098,70451,2,0.001,19113
Iowa,Louisa County,3500,1726,0,0.000,19115
Iowa,Lucas County,2981,1220,0,0.000,19117
Iowa,Lyon County,5703,1065,0,0.000,19119
Iowa,Madison County,6486,3126,0,0.000,01089
Iowa,Mahaska County,8256,2879,0,0.000,19123
Iowa,Marion County,12657,6170,0,0.000,01093
Iowa,Marshall County,9564,8171,1,0.005,01095
Iowa,Mills County,5572,2500,0,0.000,19129
Iowa,Mitchell County,3665,2048,0,0.000,13205
Iowa,Monona County,3234,1402,0,0.000,19133
Iowa,Monroe County,2975,1078,0,0.000,01099
Iowa,Montgomery County,3653,1583,0,0.000,01101
Iowa,Muscatine County,10823,9372,0,0.000,19139
Iowa,O'Brien County,5857,1567,0,0.000,0
Iowa,Osceola County,2688,600,0,0.000,12097
Iowa,Page County,5314,2081,0,0.000,19145
Iowa,Palo Alto County,3369,1518,0,0.000,19147
Iowa,Plymouth County,10472,3483,0,0.000,19149
Iowa,Pocahontas County,2825,932,0,0.000,19151
Iowa,Polk County,106752,146173,13,0.005,05113
Iowa,Pottawattamie County,26241,18570,1,0.002,19155
Iowa,Poweshiek County,5645,4301,0,0.000,19157
Iowa,Ringgold County,1964,708,0,0.000,19159
Iowa,Sac County,4052,1383,0,0.000,19161
Iowa,Scott County,43661,46890,5,0.005,05127
Iowa,Shelby County,4697,1959,0,0.000,01117
Iowa,Sioux County,15669,3017,0,0.000,19167
Iowa,Story County,20200,28975,2,0.004,19169
Iowa,Tama County,5299,3573,0,0.000,19171
Iowa,Taylor County,2459,745,0,0.000,12123
Iowa,Union County,4000,2049,1,0.015,05139
Iowa,Van Buren County,2867,874,0,0.000,05141
Iowa,Wapello County,9504,5818,1,0.006,19179
Iowa,Warren County,17738,12537,0,0.000,13301
Iowa,Washington County,6966,4558,1,0.008,01129
Iowa,Wayne County,2338,727,0,0.000,13305
Iowa,Webster County,10927,6604,3,0.016,13307
Iowa,Winnebago County,3692,2123,0,0.000,17201
Iowa,Winneshiek County,6234,5616,0,0.000,19191
Iowa,Woodbury County,25700,18683,2,0.004,19193
Iowa,Worth County,2732,1593,0,0.000,13321
Iowa,Wright County,4135,1995,0,0.000,19197
Kansas,Allen County,5486,1836,0,0.000,18003
Kansas,Anderson County,2874,765,0,0.000,20003
Kansas,Atchison County,4826,2314,0,0.000,20005
Kansas,Barber County,1992,284,2,0.080,20007
Kansas,Barton County,8480,2302,1,0.008,20009
Kansas,Bourbon County,4906,1504,0,0.000,20011
Kansas,Brown County,3206,1088,0,0.000,17009
Kansas,Butler County,22250,9003,2,0.006,01013
Kansas,Chase County,1114,341,0,0.000,20017
Kansas,Chautauqua County,1397,212,0,0.000,20019
Kansas,Cherokee County,6622,2163,0,0.000,01019
Kansas,Cheyenne County,1158,220,0,0.000,08017
Kansas,Clark County,885,143,0,0.000,05019
Kansas,Clay County,3120,879,0,0.000,01027
Kansas,Cloud County,3182,893,0,0.000,20029
Kansas,Coffey County,3403,926,0,0.000,20031
Kansas,Comanche County,743,124,0,0.000,20033
Kansas,Cowley County,9442,4171,1,0.007,20035
Kansas,Crawford County,9752,5971,0,0.000,05033
Kansas,Decatur County,1232,208,1,0.063,13087
Kansas,Dickinson County,7045,2040,0,0.000,19059
Kansas,Doniphan County,2949,678,0,0.000,20043
Kansas,Douglas County,16737,39436,1,0.002,08035
Kansas,Edwards County,1127,267,0,0.000,17047
Kansas,Elk County,1130,191,0,0.000,20049
Kansas,Ellis County,9569,3633,2,0.014,20051
Kansas,Ellsworth County,2106,646,0,0.000,20053
Kansas,Finney County,7079,4155,1,0.008,20055
Kansas,Ford County,5763,2926,0,0.000,17053
Kansas,Franklin County,8326,3623,1,0.008,01059
Kansas,Geary County,5193,3825,1,0.010,20061
Kansas,Gove County,1256,163,0,0.000,20063
Kansas,Graham County,1052,222,0,0.000,04009
Kansas,Grant County,1910,497,0,0.000,05053
Kansas,Gray County,1871,337,0,0.000,20069
Kansas,Greeley County,537,76,0,0.000,20071
Kansas,Greenwood County,2404,562,1,0.031,20073
Kansas,Hamilton County,684,134,0,0.000,12047
Kansas,Harper County,2128,453,0,0.000,20077
Kansas,Harvey County,10015,6652,3,0.016,20079
Kansas,Haskell County,1103,261,0,0.000,20081
Kansas,Hodgeman County,866,151,0,0.000,20083
Kansas,Jackson County,4435,1852,0,0.000,01071
Kansas,Jefferson County,6167,3097,0,0.000,01073
Kansas,Jewell County,1369,211,0,0.000,20089
Kansas,Johnson County,151280,177925,8,0.002,05071
Kansas,Kearny County,1134,255,0,0.000,20093
Kansas,Kingman County,3098,742,0,0.000,20095
Kansas,Kiowa County,957,153,0,0.000,08061
Kansas,Labette County,5639,2607,1,0.011,20099
Kansas,Lane County,757,114,0,0.000,20101
Kansas,Leavenworth County,21378,13753,2,0.005,20103
Kansas,Lincoln County,1273,266,0,0.000,05079
Kansas,Linn County,3940,863,0,0.000,19113
Kansas,Logan County,1231,185,0,0.000,05083
Kansas,Lyon County,7381,5878,0,0.000,19119
Kansas,McPherson County,9562,3977,3,0.020,20113
Kansas,Marion County,4377,1463,1,0.016,01093
Kansas,Marshall County,3662,1239,0,0.000,01095
Kansas,Meade County,1508,261,0,0.000,20119
Kansas,Miami County,12116,5133,0,0.000,18103
Kansas,Mitchell County,2454,547,0,0.000,13205
Kansas,Montgomery County,9768,3147,2,0.014,01101
Kansas,Morris County,2085,721,0,0.000,20127
Kansas,Morton County,1004,147,0,0.000,20129
Kansas,Nemaha County,4612,920,0,0.000,20131
Kansas,Neosho County,4795,1727,0,0.000,20133
Kansas,Ness County,1315,147,0,0.000,20135
Kansas,Norton County,1975,360,0,0.000,20137
Kansas,Osage County,5589,2091,1,0.012,20139
Kansas,Osborne County,1590,275,0,0.000,20141
Kansas,Ottawa County,2581,504,0,0.000,20143
Kansas,Pawnee County,2028,635,0,0.000,20145
Kansas,Phillips County,2855,373,0,0.000,05107
Kansas,Pottawatomie County,9247,3257,1,0.007,20149
Kansas,Pratt County,3087,924,0,0.000,20151
Kansas,Rawlins County,1253,214,0,0.000,20153
Kansas,Reno County,17892,8563,2,0.007,20155
Kansas,Republic County,2172,420,0,0.000,20157
Kansas,Rice County,3187,953,0,0.000,20159
Kansas,Riley County,11174,11940,1,0.004,20161
Kansas,Rooks County,2294,332,0,0.000,20163
Kansas,Rush County,1425,291,0,0.000,18139
Kansas,Russell County,2765,591,0,0.000,01113
Kansas,Saline County,15313,8022,3,0.012,05125
Kansas,Scott County,1991,290,0,0.000,05127
Kansas,Sedgwick County,117653,90820,18,0.008,08115
Kansas,Seward County,3285,1736,0,0.000,20175
Kansas,Shawnee County,39890,42032,8,0.009,20177
Kansas,Sheridan County,1237,144,0,0.000,20179
Kansas,Sherman County,2220,385,0,0.000,20181
Kansas,Smith County,1734,328,0,0.000,20183
Kansas,Stafford County,1631,355,0,0.000,20185
Kansas,Stanton County,607,147,0,0.000,20187
Kansas,Stevens County,1731,233,0,0.000,20189
Kansas,Sumner County,7998,2551,0,0.000,20191
Kansas,Thomas County,4686,642,1,0.017,13275
Kansas,Trego County,1341,238,0,0.000,20195
Kansas,Wabaunsee County,2813,956,0,0.000,20197
Kansas,Wallace County,762,44,0,0.000,20199
Kansas,Washington County,2332,467,0,0.000,01129
Kansas,Wichita County,803,147,0,0.000,20203
Kansas,Wilson County,3111,711,0,0.000,20205
Kansas,Woodson County,1189,283,0,0.000,20207
Kansas,Wyandotte County,18512,35566,10,0.017,20209
Kentucky,Adair County,7275,1391,0,0.000,19001
Kentucky,Allen County,12706,3031,0,0.000,18003
Kentucky,Anderson County,9651,3339,1,0.007,20003
Kentucky,Ballard County,3356,825,0,0.000,21007
Kentucky,Barren County,14646,5115,1,0.005,21009
Kentucky,Bath County,3986,1573,2,0.033,21011
Kentucky,Bell County,8140,1789,2,0.018,21013
Kentucky,Boone County,44811,20897,2,0.003,05009
Kentucky,Bourbon County,6190,3296,1,0.010,20011
Kentucky,Boyd County,14295,7083,0,0.000,21019
Kentucky,Boyle County,8872,5298,0,0.000,21021
Kentucky,Bracken County,3397,799,0,0.000,21023
Kentucky,Breathitt County,4265,1301,0,0.000,21025
Kentucky,Breckinridge County,7699,2350,0,0.000,21027
Kentucky,Bullitt County,30338,10126,1,0.002,21029
Kentucky,Butler County,4960,1078,1,0.015,01013
Kentucky,Caldwell County,4905,1432,1,0.014,21033
Kentucky,Calloway County,11351,5794,1,0.005,21035
Kentucky,Campbell County,28482,19373,0,0.000,21037
Kentucky,Carlisle County,2159,463,0,0.000,21039
Kentucky,Carroll County,2954,1116,0,0.000,05015
Kentucky,Carter County,8775,2642,2,0.016,21043
Kentucky,Casey County,6186,960,0,0.000,21045
Kentucky,Christian County,15080,8296,1,0.004,17021
Kentucky,Clark County,17595,8665,0,0.000,05019
Kentucky,Clay County,6003,430,0,0.000,01027
Kentucky,Clinton County,4280,603,0,0.000,17027
Kentucky,Crittenden County,3451,731,0,0.000,05035
Kentucky,Cumberland County,2769,508,3,0.083,17035
Kentucky,Daviess County,31023,17283,1,0.002,18027
Kentucky,Edmonson County,4828,1227,0,0.000,21061
Kentucky,Elliott County,2246,712,0,0.000,21063
Kentucky,Estill County,5100,1355,0,0.000,21065
Kentucky,Fayette County,58845,90566,1,0.001,01057
Kentucky,Fleming County,5534,1474,1,0.013,21069
Kentucky,Floyd County,12211,3855,0,0.000,13115
Kentucky,Franklin County,12900,12650,0,0.000,01059
Kentucky,Fulton County,1605,791,1,0.038,05049
Kentucky,Gallatin County,2955,822,1,0.024,17059
Kentucky,Garrard County,6754,1830,1,0.011,21079
Kentucky,Grant County,8725,2205,1,0.008,05053
Kentucky,Graves County,13206,3559,0,0.000,21083
Kentucky,Grayson County,9453,2400,2,0.015,21085
Kentucky,Green County,4838,920,0,0.000,21087
Kentucky,Greenup County,13064,4873,2,0.010,21089
Kentucky,Hancock County,3145,1351,1,0.020,13141
Kentucky,Hardin County,29832,18101,3,0.006,17069
Kentucky,Harlan County,9367,1494,2,0.017,21095
Kentucky,Harrison County,6334,2400,0,0.000,18061
Kentucky,Hart County,6345,1908,0,0.000,13147
Kentucky,Henderson County,12730,7639,0,0.000,17071
Kentucky,Henry County,5843,2142,0,0.000,01067
Kentucky,Hickman County,1714,458,0,0.000,21105
Kentucky,Hopkins County,15757,5439,2,0.009,21107
Kentucky,Jackson County,5450,605,1,0.015,01071
Kentucky,Jefferson County,150619,228288,31,0.007,01073
Kentucky,Jessamine County,17096,8567,2,0.007,21113
Kentucky,Johnson County,8446,1607,3,0.027,05071
Kentucky,Kenton County,48123,32265,3,0.003,21117
Kentucky,Knott County,4779,1412,3,0.044,21119
Kentucky,Knox County,11010,2111,6,0.042,17095
Kentucky,Larue County,5685,1504,1,0.013,21123
Kentucky,Laurel County,23234,4474,3,0.010,21125
Kentucky,Lawrence County,5633,1238,1,0.013,01079
Kentucky,Lee County,2159,459,0,0.000,01081
Kentucky,Leslie County,4318,446,0,0.000,21131
Kentucky,Letcher County,7226,1799,0,0.000,21133
Kentucky,Lewis County,4986,823,0,0.000,16061
Kentucky,Lincoln County,8489,2254,0,0.000,05079
Kentucky,Livingston County,4010,939,0,0.000,17105
Kentucky,Logan County,9067,3094,1,0.007,05083
Kentucky,Lyon County,3100,1092,1,0.022,19119
Kentucky,McCracken County,21820,11190,2,0.006,21145
Kentucky,McCreary County,5664,725,0,0.000,21147
Kentucky,McLean County,3633,1074,0,0.000,17113
Kentucky,Madison County,27353,15580,3,0.006,01089
Kentucky,Magoffin County,4174,1213,1,0.017,21153
Kentucky,Marion County,6113,2722,0,0.000,01093
Kentucky,Marshall County,13297,4071,0,0.000,01095
Kentucky,Martin County,3496,403,0,0.000,12085
Kentucky,Mason County,8908,3317,0,0.000,17125
Kentucky,Meade County,10184,3632,0,0.000,20119
Kentucky,Menifee County,2311,750,0,0.000,21165
Kentucky,Mercer County,8506,3033,0,0.000,17131
Kentucky,Metcalfe County,3957,973,1,0.018,21169
Kentucky,Monroe County,4628,657,0,0.000,01099
Kentucky,Montgomery County,8993,3630,0,0.000,01101
Kentucky,Morgan County,4297,1172,0,0.000,01103
Kentucky,Muhlenberg County,10496,3544,1,0.006,21177
Kentucky,Nelson County,15703,7188,1,0.004,21179
Kentucky,Nicholas County,2407,954,0,0.000,21181
Kentucky,Ohio County,8582,2404,0,0.000,18115
Kentucky,Oldham County,22651,14504,2,0.005,21185
Kentucky,Owen County,4292,1098,0,0.000,18119
Kentucky,Owsley County,1670,216,1,0.048,21189
Kentucky,Pendleton County,5515,1322,0,0.000,21191
Kentucky,Perry County,8118,2350,5,0.043,01105
Kentucky,Pike County,20279,4862,2,0.007,01109
Kentucky,Powell County,3966,1281,1,0.017,21197
Kentucky,Pulaski County,25441,5664,0,0.000,05119
Kentucky,Robertson County,884,253,0,0.000,21201
Kentucky,Rockcastle County,6577,1134,1,0.012,21203
Kentucky,Rowan County,5994,3880,1,0.009,21205
Kentucky,Russell County,7506,1329,0,0.000,01113
Kentucky,Scott County,17764,10564,4,0.013,05127
Kentucky,Shelby County,15054,8076,4,0.016,01117
Kentucky,Simpson County,5888,2681,1,0.011,21213
Kentucky,Spencer County,8737,2530,0,0.000,18147
Kentucky,Taylor County,9376,2961,1,0.007,12123
Kentucky,Todd County,4060,1202,1,0.017,21219
Kentucky,Trigg County,5487,1791,1,0.012,21221
Kentucky,Trimble County,3227,1012,0,0.000,21223
Kentucky,Union County,4965,1529,0,0.000,05139
Kentucky,Warren County,31790,22477,2,0.003,13301
Kentucky,Washington County,4482,1644,0,0.000,01129
Kentucky,Wayne County,7430,1700,1,0.010,13305
Kentucky,Webster County,4506,1412,0,0.000,13307
Kentucky,Whitley County,12567,2552,1,0.006,18183
Kentucky,Wolfe County,2097,837,1,0.031,21237
Kentucky,Woodford County,8362,6530,1,0.006,17203
Louisiana,Acadia Parish,22596,5443,0,0.000,22001
Louisiana,Allen Parish,7574,2108,0,0.000,22003
Louisiana,Ascension Parish,40682,20397,0,0.000,22005
Louisiana,Assumption Parish,7271,3833,0,0.000,22007
Louisiana,Avoyelles Parish,12028,4979,0,0.000,22009
Louisiana,Beauregard Parish,13575,2542,0,0.000,22011
Louisiana,Bienville Parish,3891,3066,0,0.000,22013
Louisiana,Bossier Parish,38065,15658,0,0.000,22015
Louisiana,Caddo Parish,47927,54993,1,0.001,22017
Louisiana,Calcasieu Parish,55062,25982,0,0.000,22019
Louisiana,Caldwell Parish,3976,745,0,0.000,22021
Louisiana,Cameron Parish,3670,324,0,0.000,22023
Louisiana,Catahoula Parish,3541,1269,0,0.000,22025
Louisiana,Claiborne Parish,3770,2731,0,0.000,22027
Louisiana,Concordia Parish,5550,3177,0,0.000,22029
Louisiana,De Soto Parish,9111,5446,0,0.000,22031
Louisiana,East Baton Rouge Parish,88396,115533,1,0.000,22033
Louisiana,East Carroll Parish,1080,1900,0,0.000,22035
Louisiana,East Feliciana Parish,6064,4280,0,0.000,22037
Louisiana,Evangeline Parish,11053,4158,0,0.000,22039
Louisiana,Franklin Parish,6970,2658,0,0.000,22041
Louisiana,Grant Parish,8117,1157,0,0.000,22043
Louisiana,Iberia Parish,21250,11027,0,0.000,22045
Louisiana,Iberville Parish,7893,8514,0,0.000,22047
Louisiana,Jackson Parish,5394,2143,0,0.000,22049
Louisiana,Jefferson Parish,105890,84438,0,0.000,22051
Louisiana,Jefferson Davis Parish,11423,3208,0,0.000,22053
Louisiana,Lafayette Parish,72518,39685,0,0.000,22055
Louisiana,Lafourche Parish,36020,8668,0,0.000,22057
Louisiana,LaSalle Parish,6348,574,0,0.000,0
Louisiana,Lincoln Parish,11311,7559,0,0.000,22061
Louisiana,Livingston Parish,54870,9249,0,0.000,22063
Louisiana,Madison Parish,1930,2654,0,0.000,22065
Louisiana,Morehouse Parish,6510,4946,0,0.000,22067
Louisiana,Natchitoches Parish,9358,6896,0,0.000,22069
Louisiana,Orleans Parish,26645,147729,0,0.000,22071
Louisiana,Ouachita Parish,42245,25905,0,0.000,22073
Louisiana,Plaquemines Parish,7411,3413,0,0.000,22075
Louisiana,Pointe Coupee Parish,7503,4683,0,0.000,22077
Louisiana,Rapides Parish,38346,19472,0,0.000,22079
Louisiana,Red River Parish,2413,1644,0,0.000,22081
Louisiana,Richland Parish,6607,3225,0,0.000,22083
Louisiana,Sabine Parish,8776,1731,0,0.000,22085
Louisiana,St. Bernard Parish,11178,6151,0,0.000,22087
Louisiana,St. Charles Parish,18233,9800,0,0.000,22089
Louisiana,St. Helena Parish,2714,3346,0,0.000,22091
Louisiana,St. James Parish,5954,6509,0,0.000,22093
Louisiana,St. John the Baptist Parish,7538,13581,0,0.000,22095
Louisiana,St. Landry Parish,23167,17371,0,0.000,22097
Louisiana,St. Martin Parish,18203,8439,0,0.000,22099
Louisiana,St. Mary Parish,14810,8054,0,0.000,22101
Louisiana,St. Tammany Parish,99665,37744,0,0.000,22103
Louisiana,Tangipahoa Parish,37799,18883,0,0.000,22105
Louisiana,Tensas Parish,1195,1326,0,0.000,22107
Louisiana,Terrebonne Parish,34339,11198,0,0.000,22109
Louisiana,Union Parish,8406,2654,0,0.000,22111
Louisiana,Vermilion Parish,21930,5009,0,0.000,22113
Louisiana,Vernon Parish,14104,2897,0,0.000,22115
Louisiana,Washington Parish,13307,5970,0,0.000,22117
Louisiana,Webster Parish,11829,6172,0,0.000,22119
Louisiana,West Baton Rouge Parish,7684,6200,1,0.007,22121
Louisiana,West Carroll Parish,4317,710,0,0.000,22123
Louisiana,West Feliciana Parish,3863,2298,0,0.000,22125
Louisiana,Winn Parish,4617,1543,0,0.000,22127
Maine,Aroostook Cty Townships,1141,1069,0,0.000,0
Maine,Franklin Cty Townships,0,0,0,0.000,0
Maine,Hancock Cty Townships,0,0,0,0.000,0
Maine,Oxford Cty Townships,0,0,0,0.000,0
Maine,Penobscot Cty Townships,0,0,0,0.000,0
Maine,Piscataquis Cty Townshps,61,26,0,0.000,0
Maine,Somerset Cty Townships,0,0,0,0.000,0
Maine,Washington Cty Townships,0,0,0,0.000,0
Maine,Indian Township Vtng Dst,0,0,0,0.000,0
Maine,Oxbow Plt.,0,0,0,0.000,0
Maine,Pleasant Point Votng Dst,0,0,0,0.000,0
Maine,Auburn,5426,6471,0,0.000,0
Maine,Durham,1333,1361,0,0.000,0
Maine,Greene,1663,914,0,0.000,0
Maine,Leeds,818,505,0,0.000,0
Maine,Lewiston,7206,9578,0,0.000,0
Maine,Lisbon,2853,2190,0,0.000,0
Maine,Livermore,783,573,0,0.000,0
Maine,Livermore Falls,809,540,0,0.000,0
Maine,Mechanic Falls,989,650,0,0.000,0
Maine,Minot,1040,676,0,0.000,0
Maine,Poland,1906,1513,0,0.000,0
Maine,Sabattus,1765,1034,0,0.000,0
Maine,Turner,2052,1288,0,0.000,0
Maine,Wales,616,275,0,0.000,0
Maine,Allagash,95,74,0,0.000,0
Maine,Amity,0,0,0,0.000,0
Maine,Ashland,0,0,0,0.000,0
Maine,Blaine,0,0,0,0.000,0
Maine,Bridgewater,214,82,0,0.000,0
Maine,Caribou,2262,1702,0,0.000,0
Maine,Cary Plt.,0,0,0,0.000,0
Maine,Castle Hill,130,97,0,0.000,0
Maine,Caswell,0,0,0,0.000,0
Maine,Chapman,177,97,0,0.000,0
Maine,Crystal,120,39,0,0.000,0
Maine,Cyr Plt.,0,0,0,0.000,0
Maine,Dyer Brook,106,40,0,0.000,0
Maine,Eagle Lake,256,197,0,0.000,0
Maine,Easton,467,241,0,0.000,0
Maine,Fort Fairfield,985,674,0,0.000,0
Maine,Fort Kent,1141,1069,0,0.000,0
Maine,Frenchville,361,235,0,0.000,0
Maine,Garfield Plt.,0,0,0,0.000,0
Maine,Glenwood Plt.,0,0,0,0.000,0
Maine,Grand Isle,119,107,0,0.000,0
Maine,Hamlin,0,0,0,0.000,0
Maine,Hammond,0,0,0,0.000,0
Maine,Haynesville,0,0,0,0.000,0
Maine,Hersey,33,8,0,0.000,0
Maine,Hodgdon,613,113,0,0.000,0
Maine,Houlton,1639,1046,0,0.000,0
Maine,Island Falls,306,132,0,0.000,0
Maine,Limestone,0,0,0,0.000,0
Maine,Linneus,411,93,0,0.000,0
Maine,Littleton,381,141,0,0.000,0
Maine,Ludlow,0,0,0,0.000,0
Maine,Macwahoc Plt.,30,12,0,0.000,0
Maine,Madawaska,940,1143,0,0.000,0
Maine,Mapleton,726,406,0,0.000,0
Maine,Mars Hill,511,222,0,0.000,0
Maine,Masardis,0,0,0,0.000,0
Maine,Merrill,91,43,0,0.000,0
Maine,Monticello,335,96,0,0.000,0
Maine,Moro Plt.,0,0,0,0.000,0
Maine,Nashville Plt.,16,7,0,0.000,0
Maine,New Canada,93,61,0,0.000,0
Maine,New Limerick,253,115,0,0.000,0
Maine,New Sweden,178,137,0,0.000,0
Maine,Oakfield,0,0,0,0.000,0
Maine,Orient,0,0,0,0.000,0
Maine,Penobscot Nation Vot Dst,0,0,0,0.000,0
Maine,Perham,0,0,0,0.000,0
Maine,Portage Lake,160,99,0,0.000,0
Maine,Presque Isle,2266,1849,0,0.000,0
Maine,Reed Plt.,0,0,0,0.000,0
Maine,Saint Agatha,334,292,0,0.000,0
Maine,St. Francis,0,0,0,0.000,0
Maine,St. John Plt.,104,63,0,0.000,0
Maine,Sherman,497,157,0,0.000,0
Maine,Smyrna,111,46,0,0.000,0
Maine,Stockholm,86,70,0,0.000,0
Maine,Van Buren,0,0,0,0.000,0
Maine,Wade,79,53,0,0.000,0
Maine,Wallagrass,134,153,0,0.000,0
Maine,Washburn,518,278,0,0.000,0
Maine,Westfield,174,92,0,0.000,0
Maine,Westmanland,0,0,0,0.000,0
Maine,Weston,125,55,0,0.000,0
Maine,Winterville Plt.,72,49,0,0.000,0
Maine,Woodland,409,239,0,0.000,0
Maine,Baldwin,623,350,0,0.000,0
Maine,Bridgton,1528,1656,0,0.000,0
Maine,Brunswick,3729,9708,0,0.000,0
Maine,Cape Elizabeth,1462,5349,0,0.000,0
Maine,Casco,1184,1036,0,0.000,0
Maine,Chebeague Island,0,0,0,0.000,0
Maine,Cumberland,1800,4074,4,0.062,0
Maine,Falmouth,2672,6147,0,0.000,0
Maine,Freeport,1675,4327,0,0.000,0
Maine,Frye Island,19,38,0,0.000,0
Maine,Gorham,4275,6460,0,0.000,0
Maine,Gray,2557,2653,0,0.000,0
Maine,Harpswell,1423,2379,0,0.000,0
Maine,Harrison,795,741,0,0.000,0
Maine,Long Island,53,133,0,0.000,0
Maine,Naples,1389,1039,0,0.000,0
Maine,New Gloucester,1757,1720,0,0.000,0
Maine,North Yarmouth,1018,1862,0,0.000,0
Maine,Portland,6483,33784,0,0.000,0
Maine,Pownal,489,685,0,0.000,0
Maine,Raymond,1472,1589,0,0.000,0
Maine,Scarborough,5217,9487,0,0.000,0
Maine,Sebago,719,529,0,0.000,0
Maine,South Portland,3781,12075,0,0.000,0
Maine,Standish,3076,2818,0,0.000,0
